Song,Artist,Billboard100,URI
Separated,Avant,1,5S0cvScXb33JVpjTiY9Ivi
I Wish,Carl Thomas,1,3lqT89gv8p3PYwXtr3ODjv
U Know What's Up,Donell Jones,1,5PMKzsUsTpZZGsCcJBuhP2
Faded,soulDecision,1,0
Only God Knows Why,Kid Rock,1,1rAzW6aco1ZtxLRx4XOagB
Shake Ya Ass,Mystikal,1,1jRzdY7oUBOhrylNtiMtBD
Bag Lady,Erykah Badu,1,7BgUcOjSOlKJXASLgJ6bx1
Meet Virginia,Train,1,4ocbH5ZJqajZIpUrqRUoue
Party Up (Up in Here),DMX,1,4XSgaQfGgJ9FDCcvmOe404
Case of the Ex,Mýa,1,1ak0S3NhwWrUgNlQhJ1412
Forgot About Dre,Dr. Dre,1,7iXF2W9vKmDoGAhlHdpyIa
That's the Way,Jo Dee Messina,1,296XGtH5MeGisqD3uAz6Q6
Swear It Again,Westlife,1,2x1D20z93vGEjtTP07GOOr
The Next Episode,Dr. Dre,1,4LwU4Vp6od3Sb08CsP99GC
From the Bottom of My Broken Heart,Britney Spears,1,70XtWbcVZcpaOddJftMcVi
Crash and Burn,Savage Garden,1,60g4sp8i3gXSb1EkphMl1g
Yes!,Chad Brock,1,1PrZOkFxJqTZAH8P3x87hW
The Best Day,George Strait,1,5ApdBBa3MtTzpF0MbpB2NG
Where I Wanna Be,Donell Jones,1,2uZwyxrg6VPvlVsvclIfel
How Do You Like Me Now?!,Toby Keith,1,7rDcULv8vV16vetBjPJhuE
My Best Friend,Tim McGraw,1,5BeY2wY4rGFD1Q3aXO83Bv
Broadway,Goo Goo Dolls,1,0RZuCBV900eNA2FXCQ3uUM
What'chu Like,Da Brat,1,5d8woPn6sHRA6yPnnHnqSt
Don't Think I'm Not,Kandi,1,487Dyzs7Xbbk4hIWYyYT80
I Hope You Dance,Lee Ann Womack,1,65B1tEOv5W294uCKbmEcFV
Better Off Alone,Alice Deejay,1,0pMUR7Uvp6vxlbG0qBFvgM
Dance with Me,Debelah Morgan,1,1C2Q3AymKS17bw7T5gfq6p
What About Now,Lonestar,1,2Fsg9at6oxnR7h6PhNcOmE
I Like It,Sammie,1,0IvTGWbNnCiUi9IOF7ye3F
24/7,Kevon Edmonds,1,4rZB2G955dQMcjlb7e3VNB
Girl on TV,LFO,1,4DJwdQDai9DLYBL9TNrEDo
Bounce with Me,Lil' Bow Wow,1,4eEwSz9LLyrRMaapJpKMFi
Cowboy Take Me Away,Dixie Chicks,1,3rXCZRMiMZp0feGcYXpwYX
I Don't Wanna,Aaliyah,1,4h7wUvVV8Ff8UL7JqAByiL
Independent Women,Destiny's Child,1,7GUuDRwp41XDmR964Oa4E0
Gotta Tell You,Samantha Mumba,1,7ccz9p1ErD6Kq5ZSQmyvLm
Waiting for Tonight,Jennifer Lopez,1,5yaCquc7koPqtgj7v0lwHX
Shackles (Praise You),Mary Mary,1,7JKEA8xYDoFp4q0QBW2PGg
Hanging by a Moment,Lifehouse,1,0wqOReZDnrefefEsrIGeR4
Fallin',Alicia Keys,1,3unsLiH5FXmaDWtT5Imolu
All for You,Janet Jackson,1,28IZUzBnFsBxyrgdsdlQPg
Drops of Jupiter (Tell Me),Train,1,2hKdd3qO7cWr2Jo0Bcs0MA
I'm Real (Murder Remix),Jennifer Lopez,1,22DbATcMfzdEwabNy5YPXT
If You're Gone,Matchbox Twenty,1,2f5N826udWfjT9iomeaBJt
Let Me Blow Ya Mind,Eve,1,3RmKpob8xzv1pzHEQrMJah
Thank You,Dido,1,751gBcu62kORDelX7FV0mM
Again,Lenny Kravitz,1,16gvJsVyauI16RqmOrwJJk
Independent Women,Destiny's Child,1,7GUuDRwp41XDmR964Oa4E0
Hit 'Em Up Style (Oops!),Blu Cantrell,1,4zYTZvtcww7OWKie7fxA9E
It Wasn't Me,Shaggy,1,0OaunKfsxkgBvPv68jBbmm
Stutter,Joe,1,7FWuzwapuKHTEyDJIcQOw3
It's Been Awhile,Staind,1,25CMmGsl22APKhfuj4Tp7j
U Remind Me,Usher,1,2QsZVnbWVSjKMXK6K3uRBL
Where the Party At,Jagged Edge,1,5mNV8Mz59bzyuQ53gTw0c0
Angel,Shaggy,1,7FDV5ELOJHCGLe52AnttEd
Ride wit Me,Nelly,1,3Gf5nttwcX9aaSQXRWidEZ
Follow Me,Uncle Kracker,1,4KoecuyOpZaNFZ0UqVsllc
Peaches & Cream,112,1,6iajHa34cSiD5s42Cq9miJ
Drive,Incubus,1,7nnWIPM5hwE3DaUBkvOIpy
What Would You Do?,City High,1,1tJkic0TURTCXw3rBhYgWu
Survivor,Destiny's Child,1,2Mpj1Ul5OFPyyP4wB62Rvi
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink",1,7GQqj9jRtDkMp8zByehXQI
Ms. Jackson,OutKast,1,0I3q5fE6wg7LIfHGngUTnV
Love Don't Cost a Thing,Jennifer Lopez,1,1fgvJXlcZ7uIddMpqsqw0L
The Way You Love Me,Faith Hill,1,6vgN6KGstss0GnBbKlMNK9
He Loves U Not,Dream,1,2ozJmnjqCMJavEKoHqiou0
Butterfly,Crazy Town,1,4BggEwLhGfrbrl7JBhC8EC
Put It on Me,Ja Rule,1,0OvwzS8FX73Bw7ykMRmffU
Family Affair,Mary J. Blige,1,3aw9iWUQ3VrPQltgwvN9Xu
I Hope You Dance,Lee Ann Womack,1,65B1tEOv5W294uCKbmEcFV
South Side,Moby,1,49bUJjrC16NgnrgGS75Yan
Don't Tell Me,Madonna,1,7DOtIhTTpPZyjvbO509hSC
Get Ur Freak On,Missy Elliott,1,6zsk6uF3MxfIeHPlubKBvR
Crazy,K-Ci & JoJo,1,3PJivN5BZ2ckFa22igIu4a
Fill Me In,Craig David,1,0UzsDmdpw0Q14KU4hieQss
Someone to Call My Lover,Janet Jackson,1,43zr9kKkeiQrshvYuvNtfM
With Arms Wide Open,Creed,1,0eKyHwckh9vQb8ncZ2DXCs
Case of the Ex,Mýa,1,1ak0S3NhwWrUgNlQhJ1412
All or Nothing,O-Town,1,0WdaRmHBMhUoLPqHLdb9yg
Bootylicious,Destiny's Child,1,31CsLSgn0HdZEVC8Bnnmvr
I'm Like a Bird,Nelly Furtado,1,2tP7ZekzXfduShx8C6cbll
Kryptonite,3 Doors Down,1,6ZOBP3NvffbU4SZcrnt1k6
Fiesta,R. Kelly,1,2tAfqS0p65ZLNrlkwkf4Kz
When It's Over,Sugar Ray,1,5ZsPy9wHH733NlU6c4v2Hi
Jaded,Aerosmith,1,4iihDHIoKZdOeOW1kFDUtR
Promise,Jagged Edge,1,1X1KDnhTnb28tpJlgOV3lD
Missing You,Case,1,0CmXXEwul09Kf8X68lPA5l
Differences,Ginuwine,1,0Uyh92tLyb9JawG8lmWCzJ
This I Promise You,'N Sync,1,46n2EGFnPC3tzWCN1Aqe26
Izzo (H.O.V.A.),Jay-Z,1,2mnQSfxDVIdO74cmMW4gFt
Superwoman Pt. II,Lil' Mo,1,0
Crazy for This Girl,Evan and Jaron,1,2gdt70w8DOCWGq1HdkgSUd
Nobody Wants to Be Lonely,Ricky Martin and Christina Aguilera,1,45cVyfWuMAg8RNxmkcpmy9
I Just Wanna Love U (Give It 2 Me),Jay-Z,1,0
One Minute Man,Missy Elliott,1,0jG92AlXau21qgCQRxGLic
Danger (Been So Long),Mystikal,1,0e42i89bY2NmPuVDtey8pg
Only Time,Enya,1,6FLwmdmW77N1Pxb1aWsZmO
I Do!!,Toya,1,0NdEFLohwfZpyncrBCq1ZY
Never Had a Dream Come True,S Club 7,1,1rzssdgfZiGs7VAMsYN9SF
Stranger in My House,Tamia,1,08GOEVXupC6ECbulhPGQKm
Irresistible,Jessica Simpson,1,2TVSa07y6g3HRn4oLWv57M
Heard It All Before,Sunshine Anderson,1,0xikWgPgYN9BEes0ieZ8Co
The Space Between,Dave Matthews Band,1,65KzDXZm9aQt8sA1k0ZVG3
There You'll Be,Faith Hill,1,1s2khOWzC99udpUaPICLJI
Love,Musiq Soulchild,1,6uSa5iCMwPr10Ftpz8w09b
It's Over Now,112,1,769geiA8btidGHda4BBDOJ
No More (Baby I'ma Do Right),3LW,1,5zn1hpm9N0ylKB7kOtpCw2
Turn Off the Light,Nelly Furtado,1,6P8pMrMxdkUtW7Ze6Zx2l1
Ain't Nothing 'bout You,Brooks & Dunn,1,2BPiamp7M8ARGtxjNyTZWf
Play,Jennifer Lopez,1,7fFCnttacpotkyhTOxKv14
I'm Already There,Lonestar,1,34Vn9nKfztyLco9lJazy4j
My Baby,Lil' Romeo,1,0GIlwRhdGBByK37MpYAuCT
Beautiful Day,U2,1,1VuBmEauSZywQVtqbxNqka
Austin,Blake Shelton,1,2WQAknZHrJAEQOFXe0F44P
Southern Hospitality,Ludacris,1,4cNhx6OO1XpvwT6xZnb83B
Grown Men Don't Cry,Tim McGraw,1,4RtDZMumlKxsN7IL3AJPUx
Livin' It Up,Ja Rule,1,52gqeRlrBE7hqMlRxEsi6y
Loverboy,Mariah Carey,1,0
Contagious,The Isley Brothers,1,7HjJQunSPwkXXVnGeItUEH
Who I Am,Jessica Andrews,1,0rK4HCKzv2r1IXqKX3DKpq
Music,Erick Sermon,1,6IFOw9Ck9mWHRQgw6QrPYx
I Wanna Be Bad,Willa Ford,1,6f67kjvFmXZTA47K8JNVBU
Don't Happen Twice,Kenny Chesney,1,04ccQGJ1i8gL7JoeCPiJbv
One More Day,Diamond Rio,1,1uMi5mWtY2HHiUwHl7S9p7
I Wish,R. Kelly,1,30k94nyaPpFsijLw6nte9j
It's a Great Day to Be Alive,Travis Tritt,1,3oW6SWwGqiZSPTiAp7ZQoH
I'm a Thug,Trick Daddy,1,6j2aNuhJJUnRj6UHcvn5PI
Here's to the Night,Eve 6,1,4tgeQrPu5xkrnwErym2JsJ
You Shouldn't Kiss Me Like This,Toby Keith,1,5ueUywJbmAZY2MF9hdJS2y
Get Over Yourself,Eden's Crush,1,0
Dance with Me,Debelah Morgan,1,1C2Q3AymKS17bw7T5gfq6p
So Fresh So Clean,Outkast,1,6glsMWIMIxQ4BedzLqGVi4
E.I.,Nelly,1,4bUfMNNmiCmPXVyWzIfKeZ
Be Like That,3 Doors Down,1,3PbHle8KhJp6GuO1jLdEmQ
Most Girls,Pink,1,635PqgECfFbL0MNLogX7Yv
Oochie Wally,Nas and Bravehearts,1,0LAlDN9m1VodUMl6Ww1cm1
Hero,Enrique Iglesias,1,24Gxm7Eh7tO83E26LG0CsY
Hemorrhage (In My Hands),Fuel,1,1sjrDQXqAa9V07FjKIlAQ4
How You Remind Me,Nickelback,1,0gmbgwZ8iqyMPmXefof8Yf
Foolish,Ashanti,1,6zMUIb4uce1CzpbjR3vMdN
Hot in Herre,Nelly,1,04KTF78FFg8sOHC1BADqbY
Dilemma,Nelly,1,0ARK753YaiJbpLUk7z5yIM
Wherever You Will Go,The Calling,1,5QpaGzWp0hwB5faV8dkbAz
A Thousand Miles,Vanessa Carlton,1,4w1lzcaoZ1IC2K5TwjalRP
In the End,Linkin Park,1,60a0Rd6pjrkxjPbaKzXjfq
What's Luv?,Fat Joe,1,2mKouqwAIdQnMP43zxR89r
U Got It Bad,Usher,1,7J41dYQolQJEtj3UmKLu5r
Blurry,Puddle of Mudd,1,6lSr3iZTC144PKhvbPFzMp
Complicated,Avril Lavigne,1,5xEM5hIgJ1jjgcEBfpkt2F
Always on Time,Ja Rule,1,4hrae8atte6cRlSC9a7VCO
Ain't It Funny (Murder Remix),Jennifer Lopez,1,6J8vBmsokURohC3UygqYOH
The Middle,Jimmy Eat World,1,6GG73Jik4jUlQCkKg9JuGO
I Need a Girl (Part One),P. Diddy,1,7lVNTXkI3cHFvcXiI8damb
U Don't Have to Call,Usher,1,5PCJldueshnwqQVjS16543
Family Affair,Mary J. Blige,1,3aw9iWUQ3VrPQltgwvN9Xu
I Need a Girl (Part Two),P. Diddy,1,6Wt5QBzHp9vdSLAFlvdnDQ
Gangsta Lovin',Eve,1,0WgLpgUdThEpA5L5K0SKq7
My Sacrifice,Creed,1,2VSbEXqs6NbNiZSTcHlIDR
Without Me,Eminem,1,7lQ8MOhq6IN2w8EYcFNSUk
Hero,Enrique Iglesias,1,24Gxm7Eh7tO83E26LG0CsY
All You Wanted,Michelle Branch,1,0kr6d8wHDQPlzuET33NVn6
Get the Party Started,Pink,1,02jcEwywffn3Tsb48fXmlW
Hero,Chad Kroeger,1,779ooI3rBd0CLqCiiJmtVo
Wasting My Time,Default,1,5dpAN1mjFPL38kh9kWsCiw
One Last Breath,Creed,1,42T2QQv3xgBlpQxaSP7lnK
"Whenever, Wherever",Shakira,1,2lnzGkdtDj5mtlcOW2yRtG
I'm Gonna Be Alright,Jennifer Lopez,1,2UbFyKS0gTj9NcGLO4NpyZ
Oh Boy,Cam'ron,1,4gdQ8QShlC3toP9Mkc8DwB
Heaven,DJ Sammy,1,0KT6DLAELYSbgfUemzwGPX
Hey Baby,No Doubt,1,2QsoVMTKj5m5kgztTOep98
Girlfriend,'N Sync,1,0ILyUXY2GAjCcjuOpkLNML
Just a Friend 2002,Mario,1,2cxbxpHrND6i4uvUGVvC9J
Soak Up the Sun,Sheryl Crow,1,215JYyyUnrJ98NK3KEwu6d
Don't Let Me Get Me,Pink,1,1BfRdnfPYrni7zj4ANodBX
Nothin',N.O.R.E.,1,5ZKVNTG7yu7gbX4vryqS2X
Oops (Oh My),Tweet,1,5Y0E3dOeynKuLDAXu0t0Bg
A Moment Like This,Kelly Clarkson,1,4kvdX9zzsix7jYHsRVkVUH
Addictive,Truth Hurts,1,0
Happy,Ashanti,1,6CbcdeTQKj0qTaZTt0xkdk
No Such Thing,John Mayer,1,6Vecwo7AHst9V2CE3kmwr0
Just Like a Pill,Pink,1,1BpV8IGf4XsRRJf4Xuui9q
Down 4 U,Ja Rule,1,21iEEekDSvQjVARSQ4dpXY
Can't Get You Out of My Head,Kylie Minogue,1,3E7ZwUMJFqpsDOJzEkBrQ7
Superman (It's Not Easy),Five for Fighting,1,3TwtrR1yNLY1PMPsrGQpOp
Cleanin' Out My Closet,Eminem,1,7BMO7O7ImjV8HNTH74Tshv
Halfcrazy,Musiq Soulchild,1,3oXNIpoUMdk8qGkwCeXqGv
"Lights, Camera, Action!",Mr. Cheeks,1,36gOOIQaBwXZVKL5z2vC3Z
Still Fly,Big Tymers,1,563vSy3HB5NHxel1VGQCW6
A Woman's Worth,Alicia Keys,1,1NRorokmYEtr1koWybvaE4
7 Days,Craig David,1,0gPQTLaqHDgdupKEok7J2x
Hey Ma,Cam'ron,1,0Uhnzk5zI46IRlQ04LNOtc
Work It,Missy Elliott,1,3jagJCUbdqhDSPuxP8cAqF
Move Bitch,Ludacris,1,1Q9b6CeMcDuO0uq5OJCrqu
Can't Fight the Moonlight,LeAnn Rimes,1,10FP9hm2aFfAIKEopqaG9D
Escape,Enrique Iglesias,1,6KRi6CBUitENJB4HQbSVSD
More than a Woman,Aaliyah,1,0XhNusoLXMdk0DBC7rZdUs
Hella Good,No Doubt,1,1CsUH29MaAIMbfGh4FEG4w
I Love You,Faith Evans,1,6gsmFgUiSTuinJlScwFODv
Gotta Get thru This,Daniel Bedingfield,1,747tpec1a0Hfqvj2za1pBs
"Pass the Courvoisier, Part II",Busta Rhymes,1,7nYUOwj0CkkGlIV3mZqAJJ
Lose Yourself,Eminem,1,5Z01UMMf7V1o0MzF86s6WJ
Butterflies,Michael Jackson,1,0rT9f5BSZrZ6DvzfBEckG0
What About Us?,Brandy,1,537F8BYzIMOZBl75qwCXy8
Underneath Your Clothes,Shakira,1,1lCzTOCamrWDIkzwZLWyCq
Rainy Dayz,Mary J. Blige,1,1F1XjwRzMh8KT2BvH6ISkG
Differences,Ginuwine,1,0Uyh92tLyb9JawG8lmWCzJ
If I Could Go!,Angie Martinez,1,0
The Whole World,Outkast,1,074v54tSEWLbq3Hu5wf6uh
Underneath It All,No Doubt,1,6fR6Z0Vc1K6yQWNUIKjAIR
Caramel,City High,1,5dXmPzPDTMWmxmpzxAV1JZ
Luv U Better,LL Cool J,1,0HJYzGavqzjiKMmm4F0UZv
Gimme the Light,Sean Paul,1,3SCVtAJq8li6HlKfM4M08u
Gone,'N Sync,1,2wCsoY9TJhCU1KUyW7b1nf
Livin' It Up,Ja Rule,1,52gqeRlrBE7hqMlRxEsi6y
Rollout (My Business),Ludacris,1,4SyadrABZJIjeND1HPJS31
Here Is Gone,Goo Goo Dolls,1,7p1PhtGLjq0ISncRXBHqXY
No More Drama,Mary J. Blige,1,7nWsh14AHpnTzq1Xejz90U
Days Go By,Dirty Vegas,1,2RLpFEf6d0708O7Bqhjyxg
Baby,Ashanti,1,6pWzCKTrKrwbUPzY8RLCoP
The Good Stuff,Kenny Chesney,1,1sR3kJi14jA8Gau3a0yXAo
We Thuggin',Fat Joe,1,2EcW94ak7kYH4mDMvI7iWg
Good Morning Beautiful,Steve Holy,1,0eHT8N5YQglv8cYYizXvSw
Rock the Boat,Aaliyah,1,0K3tgQDfulexWyVVDrxqb7
Drive (For Daddy Gene),Alan Jackson,1,3xzoXqypESowMIDPX760Ds
Standing Still,Jewel,1,3ME8wEbmrIlu5FS0Jgb0R0
Anything,Jaheim,1,38084tN66v4KHqiLpl9cN8
Full Moon,Brandy,1,0pLmfgIANOX9FB9uZDU43x
Uh Huh,B2K,1,2nBY2iQvxOIXrdlJvg7ZPo
A New Day Has Come,Celine Dion,1,6LefIBy3hzTN6Yd1m81gpC
Turn Off the Light,Nelly Furtado,1,6P8pMrMxdkUtW7Ze6Zx2l1
Living and Living Well,George Strait,1,3YxKqZFpcxBPvpUssL8FS2
My List,Toby Keith,1,3vzmDjQ7E6gzAVg4ecp6XU
Hands Clean,Alanis Morissette,1,2LVxvGhl2U5p2ql2ujc6vZ
Sk8er Boi,Avril Lavigne,1,00Mb3DuaIH1kjrwOku9CGU
Long Time Gone,Dixie Chicks,1,0JiX8NsRdCHm8GliFuf97V
Where Were You (When the World Stopped Turning),Alan Jackson,1,3eSwvMfSA0Fyku6Ak5JEw0
Like I Love You,Justin Timberlake,1,6W2Ef5Ph6ILTUAedoQ3QIv
I Do!!,Toya,1,0NdEFLohwfZpyncrBCq1ZY
In Da Club,50 Cent,1,4RY96Asd9IefaL3X4LOLZ8
Ignition (Remix),R. Kelly,1,5dNfHmqgr128gMY2tc5CeJ
Get Busy,Sean Paul,1,7C86DVl6REN8VPeGEMOf9q
Crazy in Love,Beyoncé,1,5IVuqXILoxVWvWEPm82Jxr
When I'm Gone,3 Doors Down,1,3WbphvawbMZ8FyqDxYGdSQ
Unwell,Matchbox Twenty,1,0PXWpNBYg52gABrn1qL1bD
Right Thurr,Chingy,1,0l3GEbH3CviUytD6iX4wzg
Miss You,Aaliyah,1,2RMnvrnOpvcrznNG2I3DYc
Picture,Kid Rock,1,69j0KoPJuwpnbGWrfn7Yll
Bring Me to Life,Evanescence,1,0COqiPhxzoWICwFCS4eZcp
Get Low,Lil Jon & The East Side Boyz,1,0jrz4ZQKCsC6h2vzqgHiEp
Baby Boy,Beyoncé,1,4WY3HyGXsWqjFRCVD6gnTe
Shake Ya Tailfeather,"Nelly, P. Diddy and Murphy Lee",1,1lKS7SZQ7r5vOChLwJurmm
21 Questions,50 Cent,1,41bIQPBE1lFN0mmw6Lmssz
All I Have,Jennifer Lopez,1,3kgutGd839IOYRl6ekeq6V
Beautiful,Christina Aguilera,1,3TCauNPqFiniaYHBvEVoHG
I Know What You Want,Busta Rhymes and Mariah Carey,1,0YImOCkIJ2PWhCXaURCZnY
I'm with You,Avril Lavigne,1,1jlG3KJ3gdYmhfuySFfpO1
Drift Away,Uncle Kracker,1,0RFgvrhkf9FiDRLA0BhzpZ
Magic Stick,Lil' Kim,1,0aULRU35N9kTj6O1xMULRR
P.I.M.P.,50 Cent,1,2D1hlMwWWXpkc3CZJ5U351
"Bump, Bump, Bump",B2K and P. Diddy,1,74jMwg2zsFMICzW3Wems6h
Into You,Fabolous,1,0yHConG49418wPs8UfAt44
Can't Let You Go,Fabolous,1,6lrRIfQDcikJ5y5DtyZPuJ
Mesmerize,Ja Rule,1,2iclfHORMqpR3TxuhwVRhD
Where Is the Love?,The Black Eyed Peas,1,3CNqo3gYrfexdrtjFmC9he
The Game of Love,Santana,1,41IShViF79gmulEkIHAjcb
Lose Yourself,Eminem,1,5Z01UMMf7V1o0MzF86s6WJ
Rock wit U (Awww Baby),Ashanti,1,6pWzCKTrKrwbUPzY8RLCoP
Cry Me a River,Justin Timberlake,1,7Lf7oSEVdzZqTA0kEDSlS5
How You Gonna Act Like That,Tyrese,1,3OUApyz3jDB3syGUNGqB1d
Rock Your Body,Justin Timberlake,1,1AWQoqb9bSvzTjaLralEkT
No Letting Go,Wayne Wonder,1,5dWfl2PBpKHpBVdz95wxK1
Frontin',Pharrell,1,0iFOG4Ki9aDmJUYUFHQlPG
Landslide,Dixie Chicks,1,5hviCr3lgg6LY6noG6DPKs
Work It,Missy Elliott,1,3jagJCUbdqhDSPuxP8cAqF
'03 Bonnie & Clyde,Jay-Z,1,0
Don't Mess with My Man,Nivea,1,39YovPslPCXbFYhlYjsZ2Y
So Gone,Monica,1,6BIcjFZIVDZxNAcofRFPx4
Air Force Ones,Nelly,1,7kAFSrTIOiVZ0gnHBuAH3l
"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,1,1AjQE5MtP5jHQMyDepbvLI
Beautiful,Snoop Dogg,1,4675yUu8AUbE72T94BkLCD
Gossip Folks,Missy Elliott,1,75DjPjiIp2fvJDjtt41Jfs
Miss Independent,Kelly Clarkson,1,2CZi8d774dBB0wiuWMIpr8
Calling All Angels,Train,1,0E29BKKGCJHcb7b9oIWgGB
Damn!,YoungBloodZ,1,0tLOX3QEuQJtz4FMLxHh10
This Is the Night,Clay Aiken,1,2xnVdRMaQBkRfZyefKC2ec
Your Body Is a Wonderland,John Mayer,1,7vFv0yFGMJW3qVXbAd9BK9
Headstrong,Trapt,1,1AEYT6VxrxXPMoQUxsY0E4
In Those Jeans,Ginuwine,1,5ojJNnX5ND2gMGojPd3NiO
Stand Up,Ludacris,1,2CtCwQhY0ZLvr8L2l8Bo6e
The Remedy (I Won't Worry),Jason Mraz,1,4tK4ARuilOrBzwVQK73E0Y
Why Don't You & I,Santana,1,43LdgobPlcCc5g9Kmactvy
Excuse Me Miss,Jay-Z,1,6JW8DqCEOWaj8z5AIx4ugf
Jenny from the Block,Jennifer Lopez,1,4ZOyH6KjomjlqCz3oFqglr
Are You Happy Now?,Michelle Branch,1,5B7XIcS5T76NJZFOHX30Io
Forever and for Always,Shania Twain,1,5eQtR62IZ8P8qZM2pSD9Ip
I Can,Nas,1,2NPxL1QqPrD1a7OLHjVcAP
Underneath It All,No Doubt,1,6fR6Z0Vc1K6yQWNUIKjAIR
If You're Not the One,Daniel Bedingfield,1,4gJoAvFpDvaeqm2EKYGmhb
Thoia Thoing,R. Kelly,1,5uj2AfrbHQREGXVxhqhvyU
Here Without You,3 Doors Down,1,3NLrRZoMF0Lx6zTlYqeIo4
Wanksta,50 Cent,1,6rpNe6gSkmiYW6BfSFATi5
My Love Is Like...Wo,Mýa,1,3Gamc2D6VSlXpUcmhPUFYt
It's Five O'Clock Somewhere,Alan Jackson,1,5oHHMDcVOmPSFrCgdbHPdb
Like Glue,Sean Paul,1,6pbCkvCENw0suVGr4Ckkae
Can't Hold Us Down,Christina Aguilera,1,0cv1Mnb47oMvjVKMc2cyZw
My Front Porch Looking In,Lonestar,1,2CVJECHIdpe8otFH0XFI4F
Angel,Amanda Perez,1,7DSfv2r0Km90N97qlRTxou
She Hates Me,Puddle of Mudd,1,16DhvbuyvJob4Q9GHNYu2n
Don't Wanna Try,Frankie J,1,1XE1UGRpvvkaFEeqe1OJpw
The Jump Off,Lil' Kim,1,6UZS3KgNc0NF13bbtQTzD6
Intuition,Jewel,1,0sYalxPCX8OcwdYZcFzRgN
Hell Yeah,Ginuwine,1,1p149YJfXkHkSzYp4UZUxV
Beer for My Horses,Toby Keith,1,7E2DqvnVtbIrFrL5X6YH9Q
Holidae In,Chingy,1,0FmCLEHfINGqwlyzvklNqy
Suga Suga,Baby Bash,1,6Nq5lE0CeOAAAqN4qhkbZU
Love of My Life (An Ode to Hip-Hop),Erykah Badu,1,0ieS2bue78yadTdPiyzsaO
Fighter,Christina Aguilera,1,7nXq1vaZiz7PdbfojpPjW5
Thugz Mansion,2Pac,1,3eBBbAEBQdr6tkUUd8gyuQ
Clocks,Coldplay,1,0BCPKOYdS2jbQ8iyB56Zns
Put That Woman First,Jaheim,1,3OQu3z3okKVmWxSXTTHak5
Rain on Me,Ashanti,1,1YZBMqN8kHaaRPXpQTC3kb
19 Somethin',Mark Wills,1,0ElpjZyX8YBiXuYcDC1Ci9
"Can't Stop, Won't Stop",Young Gunz,1,1kgDlypHy9hCvCxeoCtd7X
Red Dirt Road,Brooks & Dunn,1,3EZzghqykkfOB0Z8d0kTSt
What Was I Thinkin',Dierks Bentley,1,0r8iDf65NHgFgZOGLwj5r8
Flying Without Wings,Ruben Studdard,1,4vzYcDxBXAUPYDUna4BVeE
Sing for the Moment,Eminem,1,3CpoeW0cZSDzIRv5z34F87
Have You Forgotten?,Darryl Worley,1,5JWuz7zukN8z9JLNm29U5K
"No Shoes, No Shirt, No Problems",Kenny Chesney,1,208bYsadJ56km31IENM2qS
Come Over,Aaliyah,1,0
Sick of Being Lonely,Field Mob,1,0rBzABScu9c6D1Juislm2z
Step in the Name of Love,R. Kelly,1,2GtFOkArU10Lr11BbVKl28
I Want You,Thalía,1,1HCPjfa02m5JwcO37LHfYb
Like a Stone,Audioslave,1,3YuaBvuZqcwN3CEAyyoaei
Don't Know Why,Norah Jones,1,6ybViy2qrO9sIi41EgRJgx
Superman,Eminem,1,4woTEX1wYOTGDqNXuavlRC
Real Good Man,Tim McGraw,1,4ns2xaym21aBOOUN1vaBPJ
Say Yes,Floetry,1,2fE4MbwX3QGMzNaMjGVhtw
Yeah!,Usher,1,5rb9QrpfcKFHM1EUbSIurX
Burn,Usher,1,7z3N2W7Xz1t2G2sAO8wFVH
If I Ain't Got You,Alicia Keys,1,3XVBdLihbNbxUwZosxcGuJ
This Love,Maroon 5,1,6ECp64rv50XVz93WvxXMGF
The Way You Move,OutKast,1,5z7mYFfhw6N6f23VwrokJD
The Reason,Hoobastank,1,77loZpT5Y5PRP1S451P9Yz
I Don't Wanna Know,Mario Winans,1,2yr2HnFYl7XvqJk4fXoQBt
Hey Ya!,OutKast,1,2PpruBYCo4H7WOBJ7Q2EwM
Goodies,Ciara,1,3dFwpxh2yH7C7p9BGEKLVB
Lean Back,Terror Squad,1,2Ozc0me9PV5vlt8cokwdvI
Tipsy,J-Kwon,1,0jSMveIWvnhDIvzqN74Uc7
Confessions Part II,Usher,1,7wBThXx7BGZHJJ3aN3OPvv
Slow Motion,Juvenile,1,6ihObRBTB8xdSH2mlERtOX
Freek-a-Leek,Petey Pablo,1,4MeDnO5yA2Zi6IMlVApRci
Here Without You,3 Doors Down,1,3NLrRZoMF0Lx6zTlYqeIo4
Slow Jamz,Twista,1,3A4cpTBPaIQdtPFb5JxtaX
Someday,Nickelback,1,4PkJ7c9y1CwpuVOiJODnCZ
Naughty Girl,Beyoncé,1,0YGQ3hZcRLC5YX7o0hdmHg
My Immortal,Evanescence,1,4UzVcXufOhGUwF56HT7b8M
Sunshine,Lil' Flip,1,2iiC1GLT4XAhDcjhKFxGCY
Dirt Off Your Shoulder,Jay-Z,1,7dvd3b2oz7AFgXrPBIIYxR
Move Ya Body,Nina Sky,1,2ndnVdR8si7CW9T8vJRHyW
Dip It Low,Christina Milian,1,4L55p6txv9vuCWhpNnY6eY
My Boo,Usher and Alicia Keys,1,68vgtRHr7iZHpzGpon6Jlo
