,Song,Artist,Billboard100,URI
1092,Girl on TV,LFO,1,4DJwdQDai9DLYBL9TNrEDo
1093,Bounce with Me,Lil' Bow Wow,1,4eEwSz9LLyrRMaapJpKMFi
1094,Cowboy Take Me Away,Dixie Chicks,1,3rXCZRMiMZp0feGcYXpwYX
1095,I Don't Wanna,Aaliyah,1,4h7wUvVV8Ff8UL7JqAByiL
1096,Independent Women,Destiny's Child,1,7GUuDRwp41XDmR964Oa4E0
1097,Gotta Tell You,Samantha Mumba,1,7ccz9p1ErD6Kq5ZSQmyvLm
1098,Waiting for Tonight,Jennifer Lopez,1,5yaCquc7koPqtgj7v0lwHX
1099,Shackles (Praise You),Mary Mary,1,7JKEA8xYDoFp4q0QBW2PGg
1100,Hanging by a Moment,Lifehouse,1,0wqOReZDnrefefEsrIGeR4
1101,Fallin',Alicia Keys,1,3unsLiH5FXmaDWtT5Imolu
1103,Drops of Jupiter (Tell Me),Train,1,2hKdd3qO7cWr2Jo0Bcs0MA
1104,I'm Real (Murder Remix),Jennifer Lopez,1,22DbATcMfzdEwabNy5YPXT
1105,If You're Gone,Matchbox Twenty,1,2f5N826udWfjT9iomeaBJt
1106,Let Me Blow Ya Mind,Eve,1,3RmKpob8xzv1pzHEQrMJah
1110,Hit 'Em Up Style (Oops!),Blu Cantrell,1,4zYTZvtcww7OWKie7fxA9E
1111,It Wasn't Me,Shaggy,1,0OaunKfsxkgBvPv68jBbmm
1112,Stutter,Joe,1,7FWuzwapuKHTEyDJIcQOw3
1113,It's Been Awhile,Staind,1,25CMmGsl22APKhfuj4Tp7j
1114,U Remind Me,Usher,1,2QsZVnbWVSjKMXK6K3uRBL
1115,Where the Party At,Jagged Edge,1,5mNV8Mz59bzyuQ53gTw0c0
1117,Ride wit Me,Nelly,1,3Gf5nttwcX9aaSQXRWidEZ
1118,Follow Me,Uncle Kracker,1,4KoecuyOpZaNFZ0UqVsllc
1119,Peaches & Cream,112,1,6iajHa34cSiD5s42Cq9miJ
1120,Drive,Incubus,1,7nnWIPM5hwE3DaUBkvOIpy
1121,What Would You Do?,City High,1,1tJkic0TURTCXw3rBhYgWu
1122,Survivor,Destiny's Child,1,2Mpj1Ul5OFPyyP4wB62Rvi
1123,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mýa and Pink",1,7GQqj9jRtDkMp8zByehXQI
1124,Ms. Jackson,OutKast,1,0I3q5fE6wg7LIfHGngUTnV
1125,Love Don't Cost a Thing,Jennifer Lopez,1,1fgvJXlcZ7uIddMpqsqw0L
1127,He Loves U Not,Dream,1,2ozJmnjqCMJavEKoHqiou0
1128,Butterfly,Crazy Town,1,4BggEwLhGfrbrl7JBhC8EC
1129,Put It on Me,Ja Rule,1,0OvwzS8FX73Bw7ykMRmffU
1130,Family Affair,Mary J. Blige,1,3aw9iWUQ3VrPQltgwvN9Xu
1132,South Side,Moby,1,49bUJjrC16NgnrgGS75Yan
1133,Don't Tell Me,Madonna,1,7DOtIhTTpPZyjvbO509hSC
1134,Get Ur Freak On,Missy Elliott,1,6zsk6uF3MxfIeHPlubKBvR
1136,Fill Me In,Craig David,1,0UzsDmdpw0Q14KU4hieQss
1137,Someone to Call My Lover,Janet Jackson,1,43zr9kKkeiQrshvYuvNtfM
1141,Bootylicious,Destiny's Child,1,31CsLSgn0HdZEVC8Bnnmvr
1142,I'm Like a Bird,Nelly Furtado,1,2tP7ZekzXfduShx8C6cbll
1144,Fiesta,R. Kelly,1,2tAfqS0p65ZLNrlkwkf4Kz
1145,When It's Over,Sugar Ray,1,5ZsPy9wHH733NlU6c4v2Hi
1146,Jaded,Aerosmith,1,4iihDHIoKZdOeOW1kFDUtR
1147,Promise,Jagged Edge,1,1X1KDnhTnb28tpJlgOV3lD
1148,Missing You,Case,1,0CmXXEwul09Kf8X68lPA5l
1149,Differences,Ginuwine,1,0Uyh92tLyb9JawG8lmWCzJ
1150,This I Promise You,'N Sync,1,46n2EGFnPC3tzWCN1Aqe26
1151,Izzo (H.O.V.A.),Jay-Z,1,2mnQSfxDVIdO74cmMW4gFt
1152,Superwoman Pt. II,Lil' Mo,1,0
1153,Crazy for This Girl,Evan and Jaron,1,2gdt70w8DOCWGq1HdkgSUd
1154,Nobody Wants to Be Lonely,Ricky Martin and Christina Aguilera,1,45cVyfWuMAg8RNxmkcpmy9
1155,I Just Wanna Love U (Give It 2 Me),Jay-Z,1,0
1156,One Minute Man,Missy Elliott,1,0jG92AlXau21qgCQRxGLic
1157,Danger (Been So Long),Mystikal,1,0e42i89bY2NmPuVDtey8pg
1158,Only Time,Enya,1,6FLwmdmW77N1Pxb1aWsZmO
1159,I Do!!,Toya,1,0NdEFLohwfZpyncrBCq1ZY
1160,Never Had a Dream Come True,S Club 7,1,1rzssdgfZiGs7VAMsYN9SF
1161,Stranger in My House,Tamia,1,08GOEVXupC6ECbulhPGQKm
1162,Irresistible,Jessica Simpson,1,2TVSa07y6g3HRn4oLWv57M
1163,Heard It All Before,Sunshine Anderson,1,0xikWgPgYN9BEes0ieZ8Co
1164,The Space Between,Dave Matthews Band,1,65KzDXZm9aQt8sA1k0ZVG3
1165,There You'll Be,Faith Hill,1,1s2khOWzC99udpUaPICLJI
1166,Love,Musiq Soulchild,1,6uSa5iCMwPr10Ftpz8w09b
1167,It's Over Now,112,1,769geiA8btidGHda4BBDOJ
1168,No More (Baby I'ma Do Right),3LW,1,5zn1hpm9N0ylKB7kOtpCw2
1169,Turn Off the Light,Nelly Furtado,1,6P8pMrMxdkUtW7Ze6Zx2l1
1170,Ain't Nothing 'bout You,Brooks & Dunn,1,2BPiamp7M8ARGtxjNyTZWf
1171,Play,Jennifer Lopez,1,7fFCnttacpotkyhTOxKv14
1172,I'm Already There,Lonestar,1,34Vn9nKfztyLco9lJazy4j
1173,My Baby,Lil' Romeo,1,0GIlwRhdGBByK37MpYAuCT
1174,Beautiful Day,U2,1,1VuBmEauSZywQVtqbxNqka
1175,Austin,Blake Shelton,1,2WQAknZHrJAEQOFXe0F44P
1176,Southern Hospitality,Ludacris,1,4cNhx6OO1XpvwT6xZnb83B
1177,Grown Men Don't Cry,Tim McGraw,1,4RtDZMumlKxsN7IL3AJPUx
1178,Livin' It Up,Ja Rule,1,52gqeRlrBE7hqMlRxEsi6y
1179,Loverboy,Mariah Carey,1,0
1180,Contagious,The Isley Brothers,1,7HjJQunSPwkXXVnGeItUEH
1181,Who I Am,Jessica Andrews,1,0rK4HCKzv2r1IXqKX3DKpq
1183,I Wanna Be Bad,Willa Ford,1,6f67kjvFmXZTA47K8JNVBU
1184,Don't Happen Twice,Kenny Chesney,1,04ccQGJ1i8gL7JoeCPiJbv
1185,One More Day,Diamond Rio,1,1uMi5mWtY2HHiUwHl7S9p7
1187,It's a Great Day to Be Alive,Travis Tritt,1,3oW6SWwGqiZSPTiAp7ZQoH
1188,I'm a Thug,Trick Daddy,1,6j2aNuhJJUnRj6UHcvn5PI
1189,Here's to the Night,Eve 6,1,4tgeQrPu5xkrnwErym2JsJ
1190,You Shouldn't Kiss Me Like This,Toby Keith,1,5ueUywJbmAZY2MF9hdJS2y
1191,Get Over Yourself,Eden's Crush,1,0
1193,So Fresh So Clean,Outkast,1,6glsMWIMIxQ4BedzLqGVi4
1194,E.I.,Nelly,1,4bUfMNNmiCmPXVyWzIfKeZ
1195,Be Like That,3 Doors Down,1,3PbHle8KhJp6GuO1jLdEmQ
1197,Oochie Wally,Nas and Bravehearts,1,0LAlDN9m1VodUMl6Ww1cm1
1199,Hemorrhage (In My Hands),Fuel,1,1sjrDQXqAa9V07FjKIlAQ4
1200,How You Remind Me,Nickelback,1,0gmbgwZ8iqyMPmXefof8Yf
1201,Foolish,Ashanti,1,6zMUIb4uce1CzpbjR3vMdN
1202,Hot in Herre,Nelly,1,04KTF78FFg8sOHC1BADqbY
1203,Dilemma,Nelly,1,0ARK753YaiJbpLUk7z5yIM
1204,Wherever You Will Go,The Calling,1,5QpaGzWp0hwB5faV8dkbAz
1205,A Thousand Miles,Vanessa Carlton,1,4w1lzcaoZ1IC2K5TwjalRP
1206,In the End,Linkin Park,1,60a0Rd6pjrkxjPbaKzXjfq
1207,What's Luv?,Fat Joe,1,2mKouqwAIdQnMP43zxR89r
1208,U Got It Bad,Usher,1,7J41dYQolQJEtj3UmKLu5r
1209,Blurry,Puddle of Mudd,1,6lSr3iZTC144PKhvbPFzMp
1210,Complicated,Avril Lavigne,1,5xEM5hIgJ1jjgcEBfpkt2F
1211,Always on Time,Ja Rule,1,4hrae8atte6cRlSC9a7VCO
1212,Ain't It Funny (Murder Remix),Jennifer Lopez,1,6J8vBmsokURohC3UygqYOH
1213,The Middle,Jimmy Eat World,1,6GG73Jik4jUlQCkKg9JuGO
1214,I Need a Girl (Part One),P. Diddy,1,7lVNTXkI3cHFvcXiI8damb
1215,U Don't Have to Call,Usher,1,5PCJldueshnwqQVjS16543
1217,I Need a Girl (Part Two),P. Diddy,1,6Wt5QBzHp9vdSLAFlvdnDQ
1218,Gangsta Lovin',Eve,1,0WgLpgUdThEpA5L5K0SKq7
1219,My Sacrifice,Creed,1,2VSbEXqs6NbNiZSTcHlIDR
1220,Without Me,Eminem,1,7lQ8MOhq6IN2w8EYcFNSUk
1222,All You Wanted,Michelle Branch,1,0kr6d8wHDQPlzuET33NVn6
1223,Get the Party Started,Pink,1,02jcEwywffn3Tsb48fXmlW
1225,Wasting My Time,Default,1,5dpAN1mjFPL38kh9kWsCiw
1226,One Last Breath,Creed,1,42T2QQv3xgBlpQxaSP7lnK
1227,"Whenever, Wherever",Shakira,1,2lnzGkdtDj5mtlcOW2yRtG
1228,I'm Gonna Be Alright,Jennifer Lopez,1,2UbFyKS0gTj9NcGLO4NpyZ
1229,Oh Boy,Cam'ron,1,4gdQ8QShlC3toP9Mkc8DwB
1231,Hey Baby,No Doubt,1,2QsoVMTKj5m5kgztTOep98
1232,Girlfriend,'N Sync,1,0ILyUXY2GAjCcjuOpkLNML
1233,Just a Friend 2002,Mario,1,2cxbxpHrND6i4uvUGVvC9J
1234,Soak Up the Sun,Sheryl Crow,1,215JYyyUnrJ98NK3KEwu6d
1235,Don't Let Me Get Me,Pink,1,1BfRdnfPYrni7zj4ANodBX
1236,Nothin',N.O.R.E.,1,5ZKVNTG7yu7gbX4vryqS2X
1237,Oops (Oh My),Tweet,1,5Y0E3dOeynKuLDAXu0t0Bg
1238,A Moment Like This,Kelly Clarkson,1,4kvdX9zzsix7jYHsRVkVUH
1239,Addictive,Truth Hurts,1,0
1240,Happy,Ashanti,1,6CbcdeTQKj0qTaZTt0xkdk
1241,No Such Thing,John Mayer,1,6Vecwo7AHst9V2CE3kmwr0
1242,Just Like a Pill,Pink,1,1BpV8IGf4XsRRJf4Xuui9q
1243,Down 4 U,Ja Rule,1,21iEEekDSvQjVARSQ4dpXY
1244,Can't Get You Out of My Head,Kylie Minogue,1,3E7ZwUMJFqpsDOJzEkBrQ7
1245,Superman (It's Not Easy),Five for Fighting,1,3TwtrR1yNLY1PMPsrGQpOp
1246,Cleanin' Out My Closet,Eminem,1,7BMO7O7ImjV8HNTH74Tshv
1247,Halfcrazy,Musiq Soulchild,1,3oXNIpoUMdk8qGkwCeXqGv
1248,"Lights, Camera, Action!",Mr. Cheeks,1,36gOOIQaBwXZVKL5z2vC3Z
1249,Still Fly,Big Tymers,1,563vSy3HB5NHxel1VGQCW6
1250,A Woman's Worth,Alicia Keys,1,1NRorokmYEtr1koWybvaE4
1251,7 Days,Craig David,1,0gPQTLaqHDgdupKEok7J2x
1252,Hey Ma,Cam'ron,1,0Uhnzk5zI46IRlQ04LNOtc
1253,Work It,Missy Elliott,1,3jagJCUbdqhDSPuxP8cAqF
1254,Move Bitch,Ludacris,1,1Q9b6CeMcDuO0uq5OJCrqu
1255,Can't Fight the Moonlight,LeAnn Rimes,1,10FP9hm2aFfAIKEopqaG9D
1256,Escape,Enrique Iglesias,1,6KRi6CBUitENJB4HQbSVSD
1257,More than a Woman,Aaliyah,1,0XhNusoLXMdk0DBC7rZdUs
1258,Hella Good,No Doubt,1,1CsUH29MaAIMbfGh4FEG4w
1259,I Love You,Faith Evans,1,6gsmFgUiSTuinJlScwFODv
1260,Gotta Get thru This,Daniel Bedingfield,1,747tpec1a0Hfqvj2za1pBs
1261,"Pass the Courvoisier, Part II",Busta Rhymes,1,7nYUOwj0CkkGlIV3mZqAJJ
1262,Lose Yourself,Eminem,1,5Z01UMMf7V1o0MzF86s6WJ
1263,Butterflies,Michael Jackson,1,0rT9f5BSZrZ6DvzfBEckG0
1264,What About Us?,Brandy,1,537F8BYzIMOZBl75qwCXy8
1265,Underneath Your Clothes,Shakira,1,1lCzTOCamrWDIkzwZLWyCq
1266,Rainy Dayz,Mary J. Blige,1,1F1XjwRzMh8KT2BvH6ISkG
1268,If I Could Go!,Angie Martinez,1,0
1269,The Whole World,Outkast,1,074v54tSEWLbq3Hu5wf6uh
1270,Underneath It All,No Doubt,1,6fR6Z0Vc1K6yQWNUIKjAIR
1271,Caramel,City High,1,5dXmPzPDTMWmxmpzxAV1JZ
1272,Luv U Better,LL Cool J,1,0HJYzGavqzjiKMmm4F0UZv
1273,Gimme the Light,Sean Paul,1,3SCVtAJq8li6HlKfM4M08u
1274,Gone,'N Sync,1,2wCsoY9TJhCU1KUyW7b1nf
1276,Rollout (My Business),Ludacris,1,4SyadrABZJIjeND1HPJS31
1277,Here Is Gone,Goo Goo Dolls,1,7p1PhtGLjq0ISncRXBHqXY
1278,No More Drama,Mary J. Blige,1,7nWsh14AHpnTzq1Xejz90U
1279,Days Go By,Dirty Vegas,1,2RLpFEf6d0708O7Bqhjyxg
1281,The Good Stuff,Kenny Chesney,1,1sR3kJi14jA8Gau3a0yXAo
1282,We Thuggin',Fat Joe,1,2EcW94ak7kYH4mDMvI7iWg
1283,Good Morning Beautiful,Steve Holy,1,0eHT8N5YQglv8cYYizXvSw
1284,Rock the Boat,Aaliyah,1,0K3tgQDfulexWyVVDrxqb7
1285,Drive (For Daddy Gene),Alan Jackson,1,3xzoXqypESowMIDPX760Ds
1286,Standing Still,Jewel,1,3ME8wEbmrIlu5FS0Jgb0R0
1288,Full Moon,Brandy,1,0pLmfgIANOX9FB9uZDU43x
1289,Uh Huh,B2K,1,2nBY2iQvxOIXrdlJvg7ZPo
1290,A New Day Has Come,Celine Dion,1,6LefIBy3hzTN6Yd1m81gpC
1292,Living and Living Well,George Strait,1,3YxKqZFpcxBPvpUssL8FS2
1293,My List,Toby Keith,1,3vzmDjQ7E6gzAVg4ecp6XU
1294,Hands Clean,Alanis Morissette,1,2LVxvGhl2U5p2ql2ujc6vZ
1295,Sk8er Boi,Avril Lavigne,1,00Mb3DuaIH1kjrwOku9CGU
1296,Long Time Gone,Dixie Chicks,1,0JiX8NsRdCHm8GliFuf97V
1297,Where Were You (When the World Stopped Turning),Alan Jackson,1,3eSwvMfSA0Fyku6Ak5JEw0
1298,Like I Love You,Justin Timberlake,1,6W2Ef5Ph6ILTUAedoQ3QIv
1300,In Da Club,50 Cent,1,4RY96Asd9IefaL3X4LOLZ8
1301,Ignition (Remix),R. Kelly,1,5dNfHmqgr128gMY2tc5CeJ
1302,Get Busy,Sean Paul,1,7C86DVl6REN8VPeGEMOf9q
1303,Crazy in Love,Beyoncé,1,5IVuqXILoxVWvWEPm82Jxr
1304,When I'm Gone,3 Doors Down,1,3WbphvawbMZ8FyqDxYGdSQ
1305,Unwell,Matchbox Twenty,1,0PXWpNBYg52gABrn1qL1bD
1306,Right Thurr,Chingy,1,0l3GEbH3CviUytD6iX4wzg
1307,Miss You,Aaliyah,1,2RMnvrnOpvcrznNG2I3DYc
1308,Picture,Kid Rock,1,69j0KoPJuwpnbGWrfn7Yll
1309,Bring Me to Life,Evanescence,1,0COqiPhxzoWICwFCS4eZcp
1310,Get Low,Lil Jon & The East Side Boyz,1,0jrz4ZQKCsC6h2vzqgHiEp
1311,Baby Boy,Beyoncé,1,4WY3HyGXsWqjFRCVD6gnTe
1312,Shake Ya Tailfeather,"Nelly, P. Diddy and Murphy Lee",1,1lKS7SZQ7r5vOChLwJurmm
1313,21 Questions,50 Cent,1,41bIQPBE1lFN0mmw6Lmssz
1314,All I Have,Jennifer Lopez,1,3kgutGd839IOYRl6ekeq6V
1315,Beautiful,Christina Aguilera,1,3TCauNPqFiniaYHBvEVoHG
1316,I Know What You Want,Busta Rhymes and Mariah Carey,1,0YImOCkIJ2PWhCXaURCZnY
1317,I'm with You,Avril Lavigne,1,1jlG3KJ3gdYmhfuySFfpO1
1318,Drift Away,Uncle Kracker,1,0RFgvrhkf9FiDRLA0BhzpZ
1319,Magic Stick,Lil' Kim,1,0aULRU35N9kTj6O1xMULRR
1320,P.I.M.P.,50 Cent,1,2D1hlMwWWXpkc3CZJ5U351
1321,"Bump, Bump, Bump",B2K and P. Diddy,1,74jMwg2zsFMICzW3Wems6h
1322,Into You,Fabolous,1,0yHConG49418wPs8UfAt44
1323,Can't Let You Go,Fabolous,1,6lrRIfQDcikJ5y5DtyZPuJ
1324,Mesmerize,Ja Rule,1,2iclfHORMqpR3TxuhwVRhD
1325,Where Is the Love?,The Black Eyed Peas,1,3CNqo3gYrfexdrtjFmC9he
1326,The Game of Love,Santana,1,41IShViF79gmulEkIHAjcb
1328,Rock wit U (Awww Baby),Ashanti,1,6pWzCKTrKrwbUPzY8RLCoP
1329,Cry Me a River,Justin Timberlake,1,7Lf7oSEVdzZqTA0kEDSlS5
1330,How You Gonna Act Like That,Tyrese,1,3OUApyz3jDB3syGUNGqB1d
1331,Rock Your Body,Justin Timberlake,1,1AWQoqb9bSvzTjaLralEkT
1332,No Letting Go,Wayne Wonder,1,5dWfl2PBpKHpBVdz95wxK1
1333,Frontin',Pharrell,1,0iFOG4Ki9aDmJUYUFHQlPG
1334,Landslide,Dixie Chicks,1,5hviCr3lgg6LY6noG6DPKs
1336,'03 Bonnie & Clyde,Jay-Z,1,0
1337,Don't Mess with My Man,Nivea,1,39YovPslPCXbFYhlYjsZ2Y
1338,So Gone,Monica,1,6BIcjFZIVDZxNAcofRFPx4
1339,Air Force Ones,Nelly,1,7kAFSrTIOiVZ0gnHBuAH3l
1340,"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,1,1AjQE5MtP5jHQMyDepbvLI
1342,Gossip Folks,Missy Elliott,1,75DjPjiIp2fvJDjtt41Jfs
1343,Miss Independent,Kelly Clarkson,1,2CZi8d774dBB0wiuWMIpr8
1344,Calling All Angels,Train,1,0E29BKKGCJHcb7b9oIWgGB
1345,Damn!,YoungBloodZ,1,0tLOX3QEuQJtz4FMLxHh10
1346,This Is the Night,Clay Aiken,1,2xnVdRMaQBkRfZyefKC2ec
1347,Your Body Is a Wonderland,John Mayer,1,7vFv0yFGMJW3qVXbAd9BK9
1348,Headstrong,Trapt,1,1AEYT6VxrxXPMoQUxsY0E4
1349,In Those Jeans,Ginuwine,1,5ojJNnX5ND2gMGojPd3NiO
1350,Stand Up,Ludacris,1,2CtCwQhY0ZLvr8L2l8Bo6e
1351,The Remedy (I Won't Worry),Jason Mraz,1,4tK4ARuilOrBzwVQK73E0Y
1352,Why Don't You & I,Santana,1,43LdgobPlcCc5g9Kmactvy
1353,Excuse Me Miss,Jay-Z,1,6JW8DqCEOWaj8z5AIx4ugf
1354,Jenny from the Block,Jennifer Lopez,1,4ZOyH6KjomjlqCz3oFqglr
1355,Are You Happy Now?,Michelle Branch,1,5B7XIcS5T76NJZFOHX30Io
1356,Forever and for Always,Shania Twain,1,5eQtR62IZ8P8qZM2pSD9Ip
1357,I Can,Nas,1,2NPxL1QqPrD1a7OLHjVcAP
1359,If You're Not the One,Daniel Bedingfield,1,4gJoAvFpDvaeqm2EKYGmhb
1360,Thoia Thoing,R. Kelly,1,5uj2AfrbHQREGXVxhqhvyU
1361,Here Without You,3 Doors Down,1,3NLrRZoMF0Lx6zTlYqeIo4
1362,Wanksta,50 Cent,1,6rpNe6gSkmiYW6BfSFATi5
1363,My Love Is Like...Wo,Mýa,1,3Gamc2D6VSlXpUcmhPUFYt
1364,It's Five O'Clock Somewhere,Alan Jackson,1,5oHHMDcVOmPSFrCgdbHPdb
1365,Like Glue,Sean Paul,1,6pbCkvCENw0suVGr4Ckkae
1366,Can't Hold Us Down,Christina Aguilera,1,0cv1Mnb47oMvjVKMc2cyZw
1367,My Front Porch Looking In,Lonestar,1,2CVJECHIdpe8otFH0XFI4F
1369,She Hates Me,Puddle of Mudd,1,16DhvbuyvJob4Q9GHNYu2n
1370,Don't Wanna Try,Frankie J,1,1XE1UGRpvvkaFEeqe1OJpw
1371,The Jump Off,Lil' Kim,1,6UZS3KgNc0NF13bbtQTzD6
1372,Intuition,Jewel,1,0sYalxPCX8OcwdYZcFzRgN
1373,Hell Yeah,Ginuwine,1,1p149YJfXkHkSzYp4UZUxV
1374,Beer for My Horses,Toby Keith,1,7E2DqvnVtbIrFrL5X6YH9Q
1375,Holidae In,Chingy,1,0FmCLEHfINGqwlyzvklNqy
1376,Suga Suga,Baby Bash,1,6Nq5lE0CeOAAAqN4qhkbZU
1377,Love of My Life (An Ode to Hip-Hop),Erykah Badu,1,0ieS2bue78yadTdPiyzsaO
1378,Fighter,Christina Aguilera,1,7nXq1vaZiz7PdbfojpPjW5
1379,Thugz Mansion,2Pac,1,3eBBbAEBQdr6tkUUd8gyuQ
1380,Clocks,Coldplay,1,0BCPKOYdS2jbQ8iyB56Zns
1381,Put That Woman First,Jaheim,1,3OQu3z3okKVmWxSXTTHak5
1382,Rain on Me,Ashanti,1,1YZBMqN8kHaaRPXpQTC3kb
1383,19 Somethin',Mark Wills,1,0ElpjZyX8YBiXuYcDC1Ci9
1384,"Can't Stop, Won't Stop",Young Gunz,1,1kgDlypHy9hCvCxeoCtd7X
1385,Red Dirt Road,Brooks & Dunn,1,3EZzghqykkfOB0Z8d0kTSt
1386,What Was I Thinkin',Dierks Bentley,1,0r8iDf65NHgFgZOGLwj5r8
1387,Flying Without Wings,Ruben Studdard,1,4vzYcDxBXAUPYDUna4BVeE
1388,Sing for the Moment,Eminem,1,3CpoeW0cZSDzIRv5z34F87
1389,Have You Forgotten?,Darryl Worley,1,5JWuz7zukN8z9JLNm29U5K
1390,"No Shoes, No Shirt, No Problems",Kenny Chesney,1,208bYsadJ56km31IENM2qS
1391,Come Over,Aaliyah,1,0
1392,Sick of Being Lonely,Field Mob,1,0rBzABScu9c6D1Juislm2z
1393,Step in the Name of Love,R. Kelly,1,2GtFOkArU10Lr11BbVKl28
1395,Like a Stone,Audioslave,1,3YuaBvuZqcwN3CEAyyoaei
1396,Don't Know Why,Norah Jones,1,6ybViy2qrO9sIi41EgRJgx
1397,Superman,Eminem,1,4woTEX1wYOTGDqNXuavlRC
1398,Real Good Man,Tim McGraw,1,4ns2xaym21aBOOUN1vaBPJ
1399,Say Yes,Floetry,1,2fE4MbwX3QGMzNaMjGVhtw
1400,Yeah!,Usher,1,5rb9QrpfcKFHM1EUbSIurX
1401,Burn,Usher,1,7z3N2W7Xz1t2G2sAO8wFVH
1402,If I Ain't Got You,Alicia Keys,1,3XVBdLihbNbxUwZosxcGuJ
1403,This Love,Maroon 5,1,6ECp64rv50XVz93WvxXMGF
1404,The Way You Move,OutKast,1,5z7mYFfhw6N6f23VwrokJD
1405,The Reason,Hoobastank,1,77loZpT5Y5PRP1S451P9Yz
1406,I Don't Wanna Know,Mario Winans,1,2yr2HnFYl7XvqJk4fXoQBt
1407,Hey Ya!,OutKast,1,2PpruBYCo4H7WOBJ7Q2EwM
1408,Goodies,Ciara,1,3dFwpxh2yH7C7p9BGEKLVB
1409,Lean Back,Terror Squad,1,2Ozc0me9PV5vlt8cokwdvI
1410,Tipsy,J-Kwon,1,0jSMveIWvnhDIvzqN74Uc7
1411,Confessions Part II,Usher,1,7wBThXx7BGZHJJ3aN3OPvv
1413,Freek-a-Leek,Petey Pablo,1,4MeDnO5yA2Zi6IMlVApRci
1415,Slow Jamz,Twista,1,3A4cpTBPaIQdtPFb5JxtaX
1417,Naughty Girl,Beyoncé,1,0YGQ3hZcRLC5YX7o0hdmHg
1418,My Immortal,Evanescence,1,4UzVcXufOhGUwF56HT7b8M
1419,Sunshine,Lil' Flip,1,2iiC1GLT4XAhDcjhKFxGCY
1420,Dirt Off Your Shoulder,Jay-Z,1,7dvd3b2oz7AFgXrPBIIYxR
1421,Move Ya Body,Nina Sky,1,2ndnVdR8si7CW9T8vJRHyW
1422,Dip It Low,Christina Milian,1,4L55p6txv9vuCWhpNnY6eY
1424,One Call Away,Chingy,1,0UNTBB02C1aB55Fu4H63qd
1425,"Me, Myself and I",Beyoncé,1,6XsT5UGfpaFeHQf5LRIy4W
1426,Turn Me On,Kevin Lyttle,1,0RmXtDH1cBMGImRrmn5xL6
1427,The First Cut Is the Deepest,Sheryl Crow,1,7gN24J8E0pR3G2nsbhkcjw
1428,You Don't Know My Name,Alicia Keys,1,6LGwYMXXgURfaequXipzHx
1429,My Place,Nelly,1,1NAyvpW70a9lxY0YlLWFV4
1430,Overnight Celebrity,Twista,1,2tOZtdbkAMQASWokLvSlzj
1431,Hotel,Cassidy,1,4hHXhCRSnOKd6nMGaivmD0
1432,Numb,Linkin Park,1,2nLtzopw4rPReszdYBJU6h
1433,Diary,Alicia Keys,1,5dxHF4lrDimKqnI3GaZUmC
1434,She Will Be Loved,Maroon 5,1,4llK75pXNWZz6KAho2Gp16
1435,White Flag,Dido,1,3adnLFXKO5rC1lhUNSeg3N
1437,It's My Life,No Doubt,1,2fOxxLz9JVe53itq6pfBak
1438,Pieces of Me,Ashlee Simpson,1,7yXibbAYi4to5oQTeO738f
1439,Leave (Get Out),JoJo,1,6nIcGJK6Pj1ThzC6r8O8hA
1440,Milkshake,Kelis,1,2s0ouHqJebHfiQ6C1GUFJd
1441,Splash Waterfalls,Ludacris,1,2T8hXV9LUZMDBKR5RALGEa
1442,Jesus Walks,Kanye West,1,5g1vtHqi9uV7xtYeCcFOBx
1443,Locked Up,Akon,1,0YUrjFy4qFKOO5NhM9tYdV
1446,All Falls Down,Kanye West,1,5SkRLpaGtvYPhw02vZhQQ9
1447,Toxic,Britney Spears,1,6I9VzXrHxO9rA9A5euc8Ak
1448,Salt Shaker,Ying Yang Twins,1,4Kd0FzFpOgIGxlBl4HXuFn
1449,With You,Jessica Simpson,1,7pNJ1T9TGbVbNHKaLhhPri
1450,Meant to Live,Switchfoot,1,2md2i5QvelRFnafpnd6LOg
1451,I Like That,Houston,1,4MMqj7HaLL8BphbBZnlsdq
1452,Sorry 2004,Ruben Studdard,1,2u34ZVPVlr7hfN7vDr1512
1453,My Happy Ending,Avril Lavigne,1,6sqNctd7MlJoKDOxPVCAvU
1454,On Fire,Lloyd Banks,1,0B2ZuTLZnWQ6gz8RlNwBu1
1455,Roses,Outkast,1,6bUNEbXT7HovLW6BgPCBsb
1456,Walked Outta Heaven,Jagged Edge,1,06ZDLodo1UDVavc3MXREZ3
1457,Lose My Breath,Destiny's Child,1,4dvQg9sD8k9y4qiEURuj8v
1458,My Band,D12,1,4XHQyvbrBsQaaBUW1VvmsL
1460,Through the Wire,Kanye West,1,4mmkhcEm1Ljy1U9nwtsxUo
1461,Why?,Jadakiss,1,58LflM1owDAzQkYIL7ayCX
1462,Fuck It (I Don't Want You Back),Eamon,1,1p5kC161fWMA2QlwV3Vi4W
1463,Read Your Mind,Avant,1,6cR1U61DMpYbS2TtNTlSvo
1464,Game Over (Flip),Lil' Flip,1,79lmvU7Qmc8QpXilbSk37z
1465,One Thing,Finger Eleven,1,2BepFzUWfczDk68DXj10w3
1466,Headsprung,LL Cool J,1,1GIN41bLhiKeEPeC2vXH8i
1470,Drop It Like It's Hot,Snoop Dogg,1,2NBQmPrOEEjA8VbeWOQGxO
