,Song,Artist,Billboard100,URI
1013,tomorrow - remastered,silverchair,0,24tO365YW6lcZr1hN4Ukzj
1014,popular,nada surf,0,48sJGpBLqQTs0sZ2ImHJof
1015,all i am,jess glynne,0,6X6SdJzxyw7GzxwP2fr9WV
1016,heart to love,passenger,0,5UIqUgIsDD98sHFH9kkodb
1017,everywhere,fleetwood mac,0,254bXAqt3zP6P50BdQvEsq
1018,guiding light,mumford & sons,0,63J2iqaDDp92P1eZgvuELp
1019,in the morning,the coral,0,072TtuNny8ks1TuegNSotQ
1020,breathin,ariana grande,0,4OafepJy2teCjYJbvFE60J
1023,fake friends,joel adams,0,7JR8hehOWRyRQcFTiEiQd9
1024,love someone,lukas graham,0,2JqnpexlO9dmvjUMCaLCLJ
1025,let you love me,rita ora,0,6xtcFXSo8H9BZN637BMVKS
1026,superstition - single version,stevie wonder,0,1h2xVEoJORqrg71HocgqXd
1027,head held high,kodaline,0,5PyRffCCs2KPPL5LFDGEs5
1028,are you ready for love - '79 version radio edit,elton john,0,0
1029,the way i am,charlie puth,0,6qNALlmZa1ESnCxJmXE1K9
1030,out of our heads,take that,0,2AOYaWtrJDZyTIDaDBM2im
1031,drift away - single version,dobie gray,0,6hJhVBOnkchxBsDHbLOBJP
1032,shotgun,george ezra,0,4ofwffwvvnbSkrMSCKQDaC
1034,how can i forget,mkto,0,0ibG3XCJ32Qq9maUY4AViR
1035,love you anymore,michael bublé,0,7JEUg9KqmpdIE5Nbb9ss66
1036,keeping your head up,birdy,0,6lyjWvSUgYtX26zfrQ6gn8
1037,four leaf clover - edit,the kooks,0,7aq4RmtNftNpqUaeoZb5ao
1039,back again,you me at six,0,0DcZkCO6y7I6fUMlz1qAhR
1040,all this love,jp cooper,0,10unIjOu5Jurco3SDbV4HZ
1041,l.i.f.e.g.o.e.s.o.n.,noah and the whale,0,6y468DyY1V67RBNCwzrMrC
1042,thursday,jess glynne,0,57zF9nlPH4rud6f6zuKSQi
1043,the way it is,bruce hornsby,0,6V50MyHPGhEmwYu0Wdyf0t
1044,little bit of lovin',elle king,0,3Z1OkDzgv4nnVnnsneowFB
1046,hand in my pocket - 2015 remastered,alanis morissette,0,0
1047,glow,gavin james,0,6QoeYWHziiIaEYQm7yp9Fm
1048,three little birds,bob marley & the wailers,0,6A9mKXlFRPMPem6ygQSt7z
1049,light on,maggie rogers,0,6UnCGAEmrbGIOSmGRZQ1M2
1050,cut loose,josh gray,0,2EqHfqrutvNaHAtc6kU6vC
1051,after all,all saints,0,0
1052,september,"earth, wind & fire",0,7wwK7l2M9sroHCDjscUCbc
1053,keep on walking,jon allen,0,7hNVGX1nWWidgwD7pX5UL7
1055,you to me are everything,the real thing,0,3iQCO7V5fPz9psiTszVcXF
1056,big love,the black eyed peas,0,6eNeTj9NecqgP1VEqInpKg
1057,long train runnin',the doobie brothers,0,4nXkbcTj3nyww1cHkw5RAP
1058,run to me,causes,0,7MaTEJzoj8qNUfN76YdHVj
1060,want you,tom speight,0,6Vbzzun2OIKH1axUwDmFCK
1061,waiting on the world to change,john mayer,0,5imShWWzwqfAJ9gXFpGAQh
1062,a lifetime to repair - edit,kylie minogue,0,7oHtYz16Rk1Dgc6W0jtX79
1063,everyday is a winding road,sheryl crow,0,0t6DAi9KEiaWOtgTTXGhD2
1064,coming back to you,naya,0,5RjJhJLYX9Zt7jWJEjhcSr
1065,last call,hudson thames,0,5j0ZoiJoX24rXVrLKRBr11
1067,love wins,carrie underwood,0,4XWnHzCRfRjaHRsTNeh3WR
1069,can't move on,wild youth,0,209P1PUU7boHQSPwDCDBRA
1070,dance,tim halperin,0,7yTVPPF2gLkV0jLl61MPdk
1071,everybody's changing,keane,0,5hkdfA87RZvNaxl6XiveOA
1072,on my own,claire richards,0,7oZKk2D0jvO1HMUsPQ1TXN
1073,never know,ward thomas,0,0LmH4PT9a1EgUsMGF50AJ0
1074,how long will this last? - single mix,blossoms,0,0TeRQdoBuzG0S21QM5tHaX
1075,make you smile,franc moody,0,4AcdZUPrgHrwLDLbY8nfIl
1077,woman of the world,amy macdonald,0,6ymFfijvckyXWo5ykyeKxk
1078,love is you,sophie ellis-bextor,0,2rZCEshgpUSYaNYb8JbBj1
1080,polaroid,jonas blue,0,1wsLHgXJ4SKIfd5ePSX1hD
1081,if you wanna love somebody - single version,tom odell,0,4BE33oAYgmnefZGo5pbUaJ
1082,sidestep,tim atlas,0,2ngRZDAluwYoJeuqEA4dhK
1084,do you wanna party,nile rodgers,0,1L73UeytIAF3mkd8DA1hZt
1085,moves (feat. snoop dogg),olly murs,0,6gLTlewjPtazYnOa9I5Bno
1086,zeze (feat. travis scott & offset),kodak black,0,0BkvZes677Mcp5WVUQjRxD
1087,6 figures,kings,0,1Q8OgsmxcnoGev6T7KUenD
1088,pass out (feat. 21 savage),quavo,0,3edzl4zvKFi0D3iuF6cs2f
1089,"never recover (lil baby & gunna, drake)",lil baby,0,6wWaVoUOzLQJHd3bWAUpdZ
1090,reel it in,aminé,0,5qHirGR7M9tdm6C17DlzSY
1091,best years,manu crooks,0,76ENRBRKUw242oyoNxvjBc
1092,mo bamba,sheck wes,0,1xzBco0xcoJEDXktl7Jxrr
1093,killshot,eminem,0,1jo3TwNGCXfNdB5uba3ZVv
1095,mona lisa (feat. kendrick lamar),lil wayne,0,0dbTQYW3Ad1FTzIA9t90E8
1096,i love it (& lil pump),kanye west,0,4S8d14HvHb70ImctNgVzQQ
1097,falling down,lil peep,0,4jvjzW7Hm0yK4LvvE0Paz9
1098,iconic (ft. jaden smith),logic,0,1FmdAhS8FqRoEJ4jcSfuKZ
1099,flip the switch (feat. drake),quavo,0,1rlIrbWboTRGeKfHhgbJRZ
1100,transformer (feat. nicki minaj),future,0,2MfcvcvWSUkstTDZXYIakq
1101,dip,tyga,0,4hXDobvUaXyDFLnmecoY0z
1102,stoopid,6ix9ine,0,1KWLyoPChJrBQFscO8NW8D
1103,yosemite,travis scott,0,7lAK3oHbfEnvUQWosrMMpR
1104,showoff,triple one,0,1ikd5qnjXC3DLa5kguu2oB
1105,"if i'm lyin, i'm flyin",kodak black,0,7HdNB8nvJOBwHa8hIkzvxp
1106,no stylist,french montana,0,04MLEeAMuV9IlHEsD8vF6A
1107,noticed,lil mosey,0,7zLYKWcXnYeHHWidalz7rj
1108,let it fly (feat. travis scott),lil wayne,0,0CBQ0m3mufWH75LTYB3s6h
1109,leave me alone,flipp dinero,0,14mHfNsSHN0FbLftyjrV9g
1110,bandit,vic august,0,4U6ciQcLNwemg1zOcmZhMA
1111,drip too hard,lil baby,0,78QR3Wp35dqAhFEc2qAGjE
1112,multi millionaire (feat. lil uzi vert),lil pump,0,7q8cy4uoA2itYATsKeXhcq
1113,praise the lord (da shine),a$ap rocky,0,0
1114,backin' it up (feat. cardi b),pardison fontaine,0,0PpfPNtQOOvbMNVJijTQj0
1115,high (feat. elton john),young thug,0,7iMDaY1LnASwCk2uUpMtii
1116,sicko mode,travis scott,0,2xLMifQCjDGFmkHkpNLD9h
1117,lucky you (feat. joyner lucas),eminem,0,60SdxE8apGAxMiRrpbmLY0
1118,praise,swidt,0,6yPMpAozHcRxBRBBDj7mtf
1119,barbie dreams,nicki minaj,0,6Poyf51k7W3NKnsGwAI90B
1120,new patek,lil uzi vert,0,0Fpen1PTuEnCmOJtUU9Iud
1121,can’t take a joke,drake,0,1dUHF4RyMmMTveJ0Rby6Xm
1122,goku,jaden smith,0,3BgL0IcxKAd0sukooPIVhA
1123,no time,kwame,0,0XBXEO2jO3NMVoEwkbUkMv
1124,fefe (feat. nicki minaj & murda beatz),6ix9ine,0,0
1125,kick (feat. 6ix9ine),jimilian,0,3nkA1BXQFsT1rP2rNzufhh
1126,151 rum,j.i.d,0,0
1127,dedicate,lil wayne,0,0Y7di9ZCmB6Elad5WISaPc
1128,the code,b wise,0,5HFty2FRwueGywf4g9tXv4
1129,neighbor (feat. travis scott),juicy j,0,2iicKPnvOKfbJZJZtuQnjy
1130,no sofas,figuero jones,0,2ayFBgW3T5P2t5GVKs5XTi
1131,runner,raiza biza,0,5fOHq5sSgi8Hqjxf9hFTJx
1132,not alike (feat. royce da 5'9),eminem,0,28FGV3ORH14MYORd7s5dlU
1133,caution,sophiegrophy,0,49FnpJbF0N9bXuqhEMe9ri
1134,fuego,manu crooks,0,2HuHVkQC4P4ePPi0MZa9KD
1135,y cómo es él?,josé luis perales,0,7rm6kcMbUZNMzkELONGaVY
1136,el triste,josé josé,0,1YICQeq7s1Q2QmaOU1CxwS
1137,no me platiques mas,lucho gatica,0,5zT31ATQDC2mrOsclbQvc1
1138,payaso,javier solís,0,3WWz7mnDeGi1J71Cgml7qU
1139,la gata bajo la lluvia,rocío dúrcal,0,7aOFPde65u12EJmh1dr7uL
1140,el día que me quieras,luis miguel,0,3NKIbFFAioTfznWbnjAMXX
1141,abrázame muy fuerte,juan gabriel,0,2nejvFyJeTDtMRP2nUMt0J
1142,inocente pobre amiga,lupita d'alessio,0,1axClPg8lUUj8CdYUqE2su
1143,de niña a mujer,julio iglesias,0,2YhVvYKpwAFM01pCAn0rTW
1144,"grande, grande, grande",vikki carr,0,7pXvyL99ZXNj4tUfJ8eJqU
1145,escándalo,raphael,0,3xbymP6jIcdN0O2PB420bz
1146,¿quieres ser mi amante?,camilo sesto,0,1Y7q2zwCBjt9zgIHZ0Ku7J
1147,secreto de amor,joan sebastian,0,00s2jnZ4cVZssim4VqrszP
1148,porque yo te amo,sandro,0,5CBKLXuMAkvxAi4DKiX8kQ
1149,cien años,pedro infante,0,760r2LXNtMaHDKMQ5wkXbi
1150,nuestro juramento,julio jaramillo,0,2dOF2NUuOkuxskCqYfKbUt
1151,el loco,los panchos,0,34ALCOG3VZtHs5O9fKFIgl
1152,sabor a mí,eydie gormé,0,0Hja9zlVQHC768PsPjWscW
1153,si tu no bailas conmigo,juan luis guerra 4.40,0,1Cbw6WMknPdct4PeOuUzJH
1154,el gato que está triste y azul - un gato nel blu,roberto carlos,0,3SrnZHhXpgtvHerbxEDOWW
1155,beso a beso... dulcemente,paloma san basilio,0,01T3tXHk8OQcdx1i2CLeQY
1156,asi fue,isabel pantoja,0,419FFiitGchOUaIMEY7Dqi
1157,volver a los diecisiete,violeta parra,0,07sQmRWXTtQPfT1MCJ1U14
1158,olvídame y pega la vuelta,pimpinela,0,5M5kKTAb4g6ENXq5vhfJJk
1159,me dediqué a perderte,alejandro fernandez,0,4NUt1fcnO9aQAELBgXq3Kr
1160,sin ti,trios de mexico,0,3SW2jgQyGGs0mzvvOc0SkO
1161,el reloj,los panchos,0,0GIfMmuiS6LKDJJc0nILJo
1162,rondando tu esquina,julio jaramillo,0,3LbhEcaMtthqFUEewkzECR
1163,historia de un amor,leo marini,0,5YkbsYoT60QOccHeKbDnUY
1164,te odio y te quiero,julio jaramillo,0,3rmViNj4RjMbmiQFrQScIt
1165,dueño de nada,josé luis rodríguez,0,1yYrWdoONx6UyXLH0A3QMW
1166,mujeres divinas,vicente fernández,0,2PxGGRmj5yunYdNF2Ud2vm
1167,bachata rosa,natalie cole,0,0qLqqJYI7wW8w93fgqd2LN
1168,alicia adorada,carlos vives,0,6l6AFwKwn5IlZStnfGJX3d
1169,por debajo de la mesa,luis miguel,0,1livAifXh1DMv25kTfFFHR
1170,mi gran noche,raphael,0,3cU7TRRcphb5iziZ7t5X5A
1171,vivir así es morir de amor,camilo sesto,0,3yzHIAzk3zVE1WgspS8W21
1172,procuro olvidarte,josé luis rodríguez,0,5A0yJpkI1qAl285CeVcRLU
1173,corazón mágico,dyango,0,16tFvWEmPnO7R24jW5w8KG
1174,eres tú,mocedades,0,08HeIb9BidFjKROf9ptln0
1175,detalles (detalhes),roberto carlos,0,4tAwP9QKeLEQJ2fgd1RWcY
1176,la media vuelta,luis miguel,0,1lKI9y1DL6QnYTZguVmACX
1177,¿dónde estabas tú?,omara portuondo,0,3mNKgwNiyOkGPWCo3jV1Ap
1178,no sé tú,armando manzanero,0,7k2EKSGfzbJVMY8rtDOdDd
1179,me olvide de vivir,julio iglesias,0,0kVOor973ijVqOBhYqvaE8
1180,bella señora,emmanuel,0,3x9gN89nlVEX4ApABJIzWn
1181,con los pies sobre la tierra,isabel parra,0,047xrMTkNMLHqpz9IPqYZR
1183,me llamas,josé luis perales,0,1Dlh7BkGvWBzWi8UxUP6EO
1184,"quizas, quizas, quizas,",celia cruz,0,4s8eQ8rjSNlmHdXHJ6uUQz
1185,reminiscencias,julio jaramillo,0,3Ga66kApFMVBhh12aC3aj9
1186,jurame,luis miguel,0,1xBg37ECDzty1i0UKPj9qa
1187,bruca manigua,ibrahim ferrer,0,0
1188,el amar y el querer,josé josé,0,7wUt1v2ddVqPayC8EKDp5P
1189,insoportablemente bella,emmanuel,0,18Ra6HQeT1vWfMwgtUa91H
1190,dos gardenias,buena vista social club,0,3eg6Yi9x0gN3k4nD4h6il3
1191,la barca,luis miguel,0,2MkeDQiyZ8MV45IjLhCPSF
1192,guajira guantanamera,compay segundo,0,2WAB0B0l3rvZlpOB2ffdr2
1193,que bueno baila usted,beny moré,0,0O8Gf1dTGNbEaSYSGk1pcS
1194,sombras - versión trío,javier solís,0,5XvhkNqprUww9RHa4XjSd2
1195,nada personal,armando manzanero,0,4CnhWF4Ke4GIZ7srXEowFY
1196,fallaste corazon,pedro infante,0,7mYRqhp7hhew3UlSvEkJN5
1197,contigo aprendí,armando manzanero,0,1WpVNGu96nRoVeeUNthWkt
1198,el noa noa,juan gabriel,0,55LmsCprSozlCgM2XbmhhW
1199,solamente una vez,luis miguel,0,70BcjMGYixgH1GKkLS40Jr
1200,hasta que te conocí,juan gabriel,0,0LeeZNbW4ysuCgd1xWo5eh
1201,cuando vuelva a tu lado,eydie gormé,0,5j2tKp2lqR5a5V8ArWOEDe
1202,me gustas,joan sebastian,0,7ExYnTuBouEyCDCSo5xRbh
1203,"azucar, azucar",celia cruz,0,0
1204,contigo en la distancia,luis miguel,0,03oCjV73Utu9KpXrgcqoTJ
1205,media vuelta,javier solís,0,4wK2gpBcEIdgZbcyfpbh4B
1206,las mañanitas,pedro infante,0,4n3u4No9X1Vwqv7mZain9T
1207,noche de ronda,eydie gormé,0,68wE8jzo7TjQVpuO0dovNR
1208,eso y mas,joan sebastian,0,2KWQgEXc3ZzX6npPgIEqSB
1209,stay with me - live from spotify berlin,angus & julia stone,0,2GiYPEgOA7hb7sqsEWX8df
1210,candle in the wind - 2018 version,ed sheeran,0,73TXMz1i41sGfOuDg8gH4L
1211,blank space/stand by me - live from spotify london,imagine dragons,0,3Dbgo1HE3DErIBNDIO4Hyd
1212,can’t help falling in love,kina grannis,0,0
1213,every breath you take (feat. liza anne),aaron krause,0,65YDMuJmyF8cxTrk4Xogy0
1214,summertime sadness (acoustic cover) feat. keelan donovan,megan davies,0,6TqDrmjUDqQo4JiF1apQnL
1215,stolen dance,twin bandit,0,6tXrb9kJTmgGOZqpq1powO
1216,"free fallin' - live at the nokia theatre, los angeles, ca - december 2007",john mayer,0,4LloVtxNZpeh7q7xdi1DQc
1217,i was made for loving you / please don't say you love me,gardiner sisters,0,2pueVOwR0Fp60lssWsr3lT
1220,fast car (feat. tall heights),ryan montbleau,0,79ms40oOzof3LMyrrXDXtJ
1222,send my love (to your new lover) - live,i'm with her,0,0
1223,"i'm not the only one (sam smith cover) - live from spotify, london",dua lipa,0,0
1224,crazy - radio 1 live lounge session,nelly furtado,0,0Zc71YCZdGl933InVbjEbn
1225,cherry wine,overcoats,0,3EJaUuGn4gtGa7u0vswTGv
1226,drag me down/as long as you love me,gardiner sisters,0,7B0hVrD5iwkiQhHSjUjSrz
1227,wildflowers,trampled by turtles,0,1VJ4tttfxHq0Eu5x2nTCvx
1228,don't you want me,bahamas,0,6gREYnl1rgTBE06YIDZheT
1229,set fire to the rain,noah guthrie,0,5foLNCCWHMFXIzgtuOVEis
1230,jolene - live,the staves,0,1z5caKH6SJoofqTGVy17HY
1231,home/dirty paws,gardiner sisters,0,24rFwAcC6eqPvyMuPynVGH
1232,better together,us the duo,0,6huS9u0BDfeQHq0lObNLPl
1234,we can't stop (feat. bea miller),boyce avenue,0,0
1235,perfect places - live from bbc radio 2,first aid kit,0,2hUyNUvpSlNBmYKCUNCLu5
1236,k.,rosie carney,0,6vG1pcmNGdG6Vu62I9nLGL
1237,"see you again, love me like you do, sugar - acoustic mashup",megan davies,0,29Ns3avs48iQhNQgrHMEkm
1239,eventually,lucius,0,5c3UqeP4RLHOyYR27c223t
1240,when doves cry - recorded at spotify studios nyc,sarah jarosz,0,4LLTqpc4ywNrx89seBQi3w
1242,i believe in a thing called love,branches,0,6mEeutpoC30B6yALroRlFW
1243,my love / hotline bling,gardiner sisters,0,304Fl0f56eyOYyFum3TN9X
1246,love will tear us apart,odina,0,56vC1stNHbKVNGuuDtrTxD
1251,dancing in the dark,eddie berman,0,0aLBrgdmfl1DADg3ZO6y0N
1252,what i am - recorded at spotify studios nyc,iron & wine,0,1b5Cgfs0La5peeZ7Sw7y6y
1253,still got time / there's nothing holdin' me back,megan davies,0,4doLaFDzKbLE6RvMapEpuY
1255,xo,anna elizabeth laube,0,0oa6d6Nz5BmP7jquxEoyMm
1256,despacito,madilyn bailey,0,4vxA3aI7l73i0Hi819OQhH
1257,black beatles - acoustic,the mayries,0,7tOwlsbz3lmbEjxmury4qZ
1259,strangers,lucius,0,5BuXHtB39do1NxMmCFY9Vk
1260,u remind me - recorded at spotify studios nyc,james tw,0,22wMOOsQVIKkoVAILL5ruw
1261,september - recorded at the tracking room nashville,taylor swift,0,5eGX87IiKsGuzS3iw4CfCX
1262,let me love you - recorded at spotify studios nyc,fitz and the tantrums,0,1Ue0oCRGIs4ARyg3ucMmRJ
1263,"love yourself, out of the woods, roses - acoustic mashup",megan davies,0,1rNuKbtlRfq7DBeLBSzrmz
1264,american oxygen,x ambassadors,0,6r64PMqq9VxnT0Xr3439uH
1266,sex on fire,alex cornell,0,1ZXSLHLp5AJnCp12UXdYiO
1268,can't stop the feeling / this is what you came for,anthem lights,0,5xcsnZOeoLJkgFz3uVNc7h
1271,"i took a pill in ibiza, youth (acoustic mashup) [feat. taylor leigh]",landon austin,0,1LqLiOS2pby65qbMpvKdUh
1272,fix you,canyon city,0,3ZTCvMqkW3Hqxap4dqTTpR
1273,want to want me - acoustic cover,megan davies,0,5DK6YlsH7zI54P6bi2NYvS
1274,"wicked game - live at killkenny arts festival, ireland/2011",james vincent mcmorrow,0,77mT8LF6gDOLZNOjUhmwfV
1275,city of stars,gavin james,0,4izE25w6PfpI4eRmzUmeEH
1276,take me to church (acoustic cover) feat. matt wright,megan davies,0,2iNnrc56yZP4jBBLkPc5bx
1278,hey ya - solo version,obadiah parker,0,6QeLUyIfNHCJhEMSPGwDgi
1281,girls just wanna have fun - acoustic,the mayries,0,7rohDMzsbmSmol7sIZs0Px
1282,what do you mean / where are ü now (acoustic mashup) [feat. kaya may],landon austin,0,2p0SmPbFXRfJAU9EYqaNX4
1283,stayin out all night/habits (acoustic mashup),emily hackett,0,2rW0rwAgf7i7i8mOsmCip4
1284,why georgia (rawsession) [in the style of john mayer] - single,jess delgado,0,2rraSZfmRIIU5na1OH7L0q
1285,this must be the place (naive melody) [by talking heads],kishi bashi,0,0udJrKQOgJz6TwZXuhi7IM
1286,sign of the times [acoustic cover] - acoustic,megan davies,0,0
1288,taylor swift 1989 medley,gardiner sisters,0,4Pt2aOG6KETMQp5mukYhD3
1290,hide away - acoustic version,landon austin,0,2iDPknofcV8fhDd3YzpIM8
1291,wild world - acoustic version,joanna wang,0,0ZWSpn7UgqAp4exbKEUD5g
1292,steal my girl,hearts & colors,0,1A0ikIo9hqyp2D3SHxsLk4
1293,i kissed a girl,william fitzsimmons,0,4TBZ0i75gIWHedxf6N4Qwc
1294,out of the woods (acoustic) [feat. jake coco],savannah outen,0,2CD3cq9dPUIk38b79Hd0o3
1295,dancing in the moonlight (it's caught me in its spotlight) - recorded at spotify studios nyc,alt-j,0,0
1297,palace - cover,cam,0,3gkqjWvOpWpFQYX5AzqrY3
1298,"stand by me - recorded at rak studios, london",tom speight,0,2Gq0jYYpUnuw7rG81bMXya
1299,perfect duet (ed sheeran & beyoncé),ed sheeran,0,1bhUWB0zJMIKr9yVPrkEuI
1300,shallow,lady gaga,0,2VxeLyX666F8uXCJ0dZF8B
1301,ophelia,the lumineers,0,3d8y0t70g7hw2FOWl9Z4Fm
1302,beyond,leon bridges,0,1Omt5bfz1tZUCqd26HxbS0
1303,latch - acoustic,sam smith,0,5vUNRJsvEOUsz4sbKkJpFr
1304,shrike,hozier,0,083PU4XnYAOMAGVruma3vb
1305,big jet plane,angus & julia stone,0,5Z1U0knfYnsfvZycgDeOiC
1306,when you love someone - acoustic,james tw,0,6668ZaUUXqZ25Tb0DMr2HO
1307,slow dancing in a burning room - acoustic,john mayer,0,3PSMcb1gU5A8DveqU2K4z2
1308,georgia,vance joy,0,429EttO8gs0bDo2SQfUNSm
1309,wild love - acoustic,james bay,0,4zDQS1OCghoOKkjw6hf2qT
1310,foreign hands,george ogilvie,0,78e02OxzIocXs21FqQ4UGK
1311,smoke filled room - acoustic session,mako,0,0Vw98EX4aRLiBcNbeUYst9
1312,wild horses - acoustic,bishop briggs,0,03HbxaCm8eBHLxbfdRRQ2e
1313,september song - guitar acoustic,jp cooper,0,7bMkcxifc4EjIQKw49EC7h
1314,lost on you,lewis capaldi,0,2kK6G89TrCH0SZOoxe0Nol
1315,hold my girl,george ezra,0,42bbDWZ8WmXTH7PkYAlGLu
1316,castle on the hill - acoustic,ed sheeran,0,5X6TnKT37TaSDkFm0598Uo
1317,after rain,dermot kennedy,0,5fQa04cwDF11Giq5N2tGdU
1318,such a simple thing,ray lamontagne,0,1fYouLdK3PkOMPnx4CPxTY
1319,you sigh,charlie cunningham,0,2Gsare6GuBE2Ph3zJanNKl
1320,chemicals - acoustic,dean lewis,0,6VwJchlkgjGbjU1SMyvwBN
1321,morning breeze,juke ross,0,7iM7I3dbNQGC5xkxJMWwrv
1322,happier - acoustic,ed sheeran,0,5weKCP07IGA1565wfI3cZ1
1323,melt (acoustic version),jones,0,6W83GER4shtT9lpkYzEYeq
1324,my arms were always around you,peter bradley adams,0,02a2RQEICEzbdPPYh0aLnJ
1325,lay it on me - acoustic,vance joy,0,0ikmhbH2wPx0iFayhraSWp
1326,little boy,barns courtney,0,19LehejAStoSf4Hj3Tim1M
1327,never in my wildest dreams,dan auerbach,0,3MJov5mT64K42o1Rffhblq
1328,new rules - acoustic,dua lipa,0,4X283dKwcjIqJiOCV1dMBJ
1329,hate u love u,olivia o'brien,0,6ATgDc6e4sPn84hvJsAmPt
1330,dream - acoustic,bishop briggs,0,67l1tytshju3Ily8uIAVKH
1331,only love,ben howard,0,2uhEKg8kIzpdvz4gyy6x8W
1332,"take me to church - live from spotify, london",hozier,0,6d0wEqM0jJTNv1asKflGGi
1333,for now,kina grannis,0,0c99BUd87HQfzgUUQqRyds
1334,cherry wine - live,hozier,0,1C042FLYy7rP3MfnkOcnha
1335,honest,joseph,0,1G1TrMOExbd1AkbUlEEOr0
1337,the woods - acoustic,hollow coves,0,6uaIMhUZXMuT2Zz0vxrFiR
1338,waves - acoustic,dean lewis,0,78wMD0pLwum3Xmm76VMQel
1339,tee shirt,birdy,0,3C5in0EVdoGepp5bA6lhlE
1340,hell or high water,passenger,0,0OJg8K1N7UX3QM2HafN0L4
1341,paper thin - live from studio,astrid s,0,761fzY3KnNefVSx3CQikr7
1342,moving mountains,skylar grey,0,1t0cpbl4u8PDW3u29z60x8
1343,another way,donovan woods,0,0BfPVt9Rgngm70OTpy1TPE
1344,concrete jungle - acoustic,au/ra,0,0
1345,where's my love,syml,0,4e3wYOolOau2A9D7GYqtSG
1346,adore - piano unplugged,amy shark,0,5FkvhzOAw3WzWNNc1Tr9nJ
1347,hollow (acoustic),belle mt,0,1GIBQJItFW5tFPrilr6M6o
1348,jungle,tash sultana,0,3SkKLZFgKIY0DKX5Vro5jV
1349,elastic heart - live from the village,sia,0,0wHRZwbNWH2TcSBIhyMT1i
1350,most girls - acoustic,hailee steinfeld,0,6MH1oRsRfQc2ZCco3ic7Mx
1351,sleep on the floor,the lumineers,0,5MMZJtHOiH1RmQSSe3DJdg
1352,little light - acoustic version,lewis watson,0,6PRotAx0lUWP0bHBr6jm42
1353,i will spend my whole life loving you,imaginary future,0,77enz5hl8RicxrbPB56VXQ
1354,best days - acoustic,lissie,0,38sCPCcv3QjWl0NslC5KtW
1355,love on the weekend,john mayer,0,0oiCeOPwm4zhwfyIpAE37y
1356,acoustic,billy raffoul,0,7kr3xZk4yb3YSZ4VFtg2Qt
1357,catie rae,this wild life,0,0fctnQhalww3PGBVutf3MO
1358,issues - acoustic,julia michaels,0,4TqiKcUUvK7y6x6JG5NpJX
1359,shape of you - acoustic,ed sheeran,0,5ULRlgiSPSKTaJN1vU9yso
1360,boston,dermot kennedy,0,51qWzz8tfP9AK7q4b9JxP8
1361,"girl crush - recorded at metropolis studios, london",harry styles,0,4YutJsNwBBInE8vemufpQ8
1362,save my life - radio edit,john smith,0,2s5QYW4Ls3GsxWKhEKGraJ
1363,no place in mind,justin nozuka,0,14vsgRb6Zv1Tz9NGg8isUM
1364,tell me - acoustic,sabrina claudio,0,0an8pwAsISvMA9ZIbAmeW7
1365,let it go - james bay spotify session 2015,james bay,0,4tYokojnBEp5pBWO7wTRPA
1366,cringe - stripped,matt maeson,0,6TpowNTagUJ7f8ctFFCVN8
1367,can't see straight - acoustic,jamie lawson,0,68xnGmup4wL7Ie4vhy5SOs
1368,young blood - acoustic,noah kahan,0,6QPqf4WqwZkxM68bGipzvP
1369,better,declan j donovan,0,2cJS4uSqiNCeH4CgOt9LNA
1370,don't be a fool - mtv unplugged,shawn mendes,0,2xnrvYaSepdVbgRTemCnLJ
1371,the other (stripped),lauv,0,0NRkAGL5xveaAIYbbf2gIG
1372,love me like i'm gone.,jaws of love.,0,31LfED0sULRSPZ7Ru8Cu96
1373,call you home,kelvin jones,0,5AHJXStapl97kWsHY6rozI
1374,anaheim,nicole zefanya,0,0JhILyKbyQnhAo6FHSSIRA
1375,"for me, for her, for you",john adams,0,5UrA0T59GYnBLWErNlkMRB
1376,yellow bird,ben stevenson,0,1LbFwpqdZ98xTNWu5DLiNU
1377,make me (cry) - acoustic version,noah cyrus,0,6pP5RJbBH6eKR8BCYX3MSU
1378,louise,big brutus,0,0fdYaOG3Dp8t6fhW5Cel84
1379,magnetised - acoustic,tom odell,0,5baXzOMmD0sf26hayRqfqI
1380,california numb - acoustic,cloves,0,3MKcaz7j0far7FN9EVhlwx
1381,ghost - live from spotify nyc,halsey,0,2ndJQ968H7uRS2rrYdEaQ3
1382,on the run,corey harper,0,6XdoXYgBkv1FYwFCAz44kI
1383,rather be with you - acoustic,sinead harnett,0,7fS708BKUj1zNyejmuZxDb
1384,this town,niall horan,0,0qvzXomUDJVaUboy2wMfiS
1385,falling,emil landman,0,4adOGfvov9aaovmB30fJVb
1386,rusty,hein cooper,0,2rwPOgMZHP8mFAYneg8bvh
1388,ol' sweet day,ahi,0,3wXHHCV4A7KsoTlHZWVZPd
1390,burning house,cam,0,2zhk0kypGeOPsaaZcjyc14
1391,love and happiness,marc broussard,0,5fMInRpERS8jP2zPz6QyUI
1392,reasons - acoustic,jillian jacqueline,0,1dkdsIgTFEVLGbTuaRcvSm
1393,life is confusing,langhorne slim,0,16lPj311efhVdbwPrTgTHl
1394,already gone - acoustic,brett dennen,0,1uFDfBodTgwaBb3qMk0GN8
1395,before you,fortunate ones,0,5XZPQKONiLM4qANnE7JLeX
1402,rude (acoustic),magic!,0,0
1404,lover of the light,mumford & sons,0,48dghEx4vhyQQfFLwxPfHD
