,Song,Artist,Billboard100,URI
4569,Any Day Now - Remastered,Ronnie Milsap,0,0
4570,Does Fort Worth Ever Cross Your Mind,George Strait,0,2zPIhmitmDGUjW1JQQ1PeG
4571,When We Make Love,Alabama,0,0GvY6UcFIiAt1PkuFCIhJR
4572,That Lovin' You Feelin' Again (with Roy Orbison) - 2008 Remastered Version,Emmylou Harris,0,0
4573,Guitar Town,Steve Earle,0,62ZRHYSOIT9WeZnz18kTHS
4574,Grandpa (Tell Me 'Bout The Good Old Days),The Judds,0,1KNNTdw7SzJ90p6RXq4kGE
4575,Blue Moon With Heartache,Rosanne Cash,0,4TDX7TaAUcdb7Emfgh5Vif
4576,Used To Blue,Sawyer Brown,0,7AMGbqnwhckUyr7Kg3ytQm
4577,All My Ex's Live In Texas,George Strait,0,7k1Xm1wy00hCKJDYJL5p1n
4578,Who's Gonna Fill Their Shoes,George Jones,0,4wDpjRQOvOHXE9AtNWpdVQ
4579,We Believe In Happy Endings,Earl Thomas Conley,0,7sEmUltyPUy9v2Of7Whzpy
4580,Streets Of Bakersfield,Dwight Yoakam,0,5B7f2auRhwkl5OjC2bQ58f
4581,Pancho and Lefty,Merle Haggard,0,2hckAvL66faAcR0Fk64hj6
4582,The Sweetest Thing (I've Ever Known),Juice Newton,0,3EFgVWb1TAYP3CF17BB4fU
4583,Why Don't You Spend the Night,Ronnie Milsap,0,3O5WcJapaaqnIiQZWpryDU
4584,Got No Reason Now For Goin' Home,Gene Watson,0,0suqXVpX1uJpSrmaDOnxwx
4585,C.C. Waterback,George Jones,0,1MQYA59Whe8zRBnGqgAvMP
4587,Love Is Alive,The Judds,0,1hSuulO4BKSmYe0aSWROPM
4588,I Think I'll Just Stay Here And Drink,Merle Haggard,0,3lX7epJ9xWICkf1YauHYgM
4589,Wandering Eyes - Re-Recorded In Stereo,Ronnie McDowell,0,0y6Q2VBjyEbcfQcQHVRLu6
4590,Seven Year Ache,Rosanne Cash,0,2bYp7DYfjXULM24FUh9Z3Q
4591,Why'd You Come in Here Lookin' Like That,Dolly Parton,0,5oheUEVCpJllnImTs5nNiS
4592,I'm Not That Lonely Yet,Reba McEntire,0,7nE0zEsE8MIYCkoV5W7LcJ
4593,Seven Spanish Angels,Willie Nelson,0,51EKPuV1uAWryjNMqZLtgJ
4594,The Wind Beneath My Wings,Gary Morris,0,42reAVnw5XcT6DIuWopJ5H
4595,Crazy For Your Love,Exile,0,13p0TeLG8v8x11RUIInwAL
4596,On The Other Hand,Randy Travis,0,5MkOctZG8LI9uHzpY7ncWj
4597,My Favorite Memory,Merle Haggard,0,7FsM2MPjPCdgYld4NsvO0f
4598,Tight Fittin' Jeans,Conway Twitty,0,5sRLBlFHRFk3LerdiGs4Z6
4599,Today All Over Again,Reba McEntire,0,0bpb5rfx6wzjiwOzArdYgx
4600,Sunday In the South,Shenandoah,0,4txNtoBnQ3OgazfeTS8iGP
4601,Down To My Last Broken Heart,Janie Fricke,0,1fBgjc9YpUODj6PSgMhppj
4603,Are the Good Times Really Over (I Wish a Buck Was Still Silver),Merle Haggard,0,7tSZJ9iI3634Sqtd6Uvl49
4604,The Cowboy Rides Away,George Strait,0,7hU1CsIXvplis81SZJ6ESE
4605,I Can Tell By the Way You Dance,Vern Gosdin,0,6m7HjxgVcktBJIwOBG8r4F
4606,My Baby's Got Good Timing,Dan Seals,0,4F2JyLPNoCIUshjktmHxCN
4607,The One I Loved Back Then (The Corvette Song),George Jones,0,0mTrLQcF52qv0D6vO84oSy
4608,One Promise Too Late,Reba McEntire,0,6BtBykwKhMjp4XDGc1ll1B
4609,Highwayman,Willie Nelson,0,6uvT4Di9ZRBw5cbexZJDts
4610,When You Say Nothing at All,Keith Whitley,0,1G60o2g78glgxC0No8SsvQ
4611,Common Man,John Conlee,0,7qYQBg8ljLvLfWPOajfo6u
4612,I Tell It Like It Used To Be,T. Graham Brown,0,0
4613,I Believe In You,Don Williams,0,1PpbrbgsXRXeKw1GnZMEv7
4614,Take Me Down,Alabama,0,0jVrsPePGkiwvKgJO9a8Qk
4615,Heartbroke,Ricky Skaggs,0,79gYsiFPJ8x6ofr656fVIP
4616,Somebody's Knockin',Terri Gibbs,0,4XZzz3KpYL7TSzRmSaIuiE
4617,Diggin' Up Bones,Randy Travis,0,6JdbV5DDltMVCyV0twmKwj
4618,Tennessee Homesick Blues,Dolly Parton,0,1LGejFf74Lo2t4TCXj2iZp
4619,Queen of Hearts,Juice Newton,0,6xBUWSz8INNHO6wFYuPtQl
4620,"Dim Lights, Thick Smoke (And Loud, Loud Music)",Vern Gosdin,0,06ziqwxm8aiNcxr3f5FBHl
4621,Dixieland Delight,Alabama,0,1hh3iFX5vVsiD9LMwUlQeh
4622,I Ain't Living Long Like This,Waylon Jennings,0,0NBKvnJAAG865ENj9bOhvD
4623,He Got You - Remastered,Ronnie Milsap,0,0
4624,Eighteen Wheels And A Dozen Roses,Kathy Mattea,0,6EGRx5TVuHAsmy3JKb8SRC
4625,Do Ya',K.T. Oslin,0,0
4626,Two Dozen Roses,Shenandoah,0,0e05wFNr6zg1ULcp4NKs1p
4627,I Don't Want To Be A Memory,Exile,0,3gk22PvYKPnuwfWqg2sFYd
4628,Lady Down On Love,Alabama,0,1KzxCdjKTNAm7xaN4l3aT9
4629,Holding Her and Loving You,Earl Thomas Conley,0,3bQt4ZM4WM4NDgulry4fTn
4630,Prisoner of the Highway,Ronnie Milsap,0,0waChYPfitPtFhFRFxtv50
4631,Only One You,T.G. Sheppard,0,0
4632,Old Flames Can't Hold a Candle to You,Dolly Parton,0,0u1mi4pYlXkx0rxgCbtyqv
4633,"Lord, I Hope This Day Is Good - Single Version",Don Williams,0,7ySh3j4kcq2mtxfjshPJSG
4634,Same Ole Me,George Jones,0,4yXvztnOOlSspO4W3MIsdd
4635,Step That Step,Sawyer Brown,0,4p0WEALPRSImOlp0glMiDM
4636,I'm Gonna Hire A Wino To Decorate Our Home,David Frizzell,0,7uibDEY8qNGyL3NXfkAaQc
4637,(There's) No Gettin' over Me,Ronnie Milsap,0,2bRnP6FjtlASGsDtcgRVuI
4638,The Fireman,George Strait,0,5CwZU4BVFX0dyqG1gKfHHr
4639,Highway 40 Blues,Ricky Skaggs,0,58hXpQTyQLiskPd5XiLzFQ
4640,You And I,Eddie Rabbitt,0,7sWlOFUnQShNdxgk1B0TuW
4641,Party Crowd,David Lee Murphy,0,57IEs29xqMQaAkjQ8iQuI0
4642,My Maria,Brooks & Dunn,0,09qzRI951OVkXGCc33gzcT
4643,I'm From The Country - Single Version,Tracy Byrd,0,5Lwc3DTWzX6JaW2x2PZezt
4644,The Shake,Neal McCoy,0,2KZXnN63ae6G6Cai2NhPkG
4645,Straight Tequila Night,John Anderson,0,5pd09tZmcXpyaXcuzs1p7J
4646,If I Know Me,George Strait,0,4QRUkpv3q9NCb0x7jw0d3d
4647,Sold (The Grundy County Auction Incident),John Michael Montgomery,0,0NLBwQBYJhEM9t3KAMPFVR
4648,Then What?,Clay Walker,0,7Ihl2uNgZmwaOyp9KRHGsA
4649,Bigger Than the Beatles,Joe Diffie,0,1pJKAxSNxqM8R653BL8oiH
4650,Time Marches On,Tracy Lawrence,0,2TIEeLrOQrGnO2D2OeDDJu
4651,She's Got It All,Kenny Chesney,0,4l8u5h7OjkZo2UmyUoeKYJ
4652,Guys Do It All the Time,Mindy McCready,0,0uZRJmWi1TH3wrAN7hAbyF
4653,Single White Female,Chely Wright,0,3rDYYPicaQbT2rcpdfqQF9
4654,Baby Likes To Rock It,The Tractors,0,2kQtKFkPMdL5Jf7xk4T9SI
4655,Wish I Didn't Know Now,Toby Keith,0,2ycrsWMQXAtp7h2HkT60RV
4656,Here's A Quarter [Call Someone Who Cares],Travis Tritt,0,0
4657,XXX's And OOO's (An American Girl),Trisha Yearwood,0,08c3wmdjKSjxTJY9cHSts7
4658,Every Light In The House,Trace Adkins,0,2A7j0RLnzvvlUFrevBiOQf
4659,Sticks And Stones,Tracy Lawrence,0,5qqA8yKkea4fP0fPVpYCbE
4660,The Night The Lights Went Out In Georgia,Reba McEntire,0,2MiXC2LfpsoeUP5RvMGEQ3
4661,It Matters To Me,Faith Hill,0,3rXdABev6vQtBCElztIl7m
4662,Down at the Twist and Shout,Mary Chapin Carpenter,0,3NAIYVVGbZrw8yxXxByW8z
4663,Strawberry Wine,Deana Carter,0,3ODF56f90W3qxDqxHAUi3v
4664,She's In Love With The Boy,Trisha Yearwood,0,2ulBBx6YQ3qY3ci34RadtN
4665,Put Yourself In My Shoes,Clint Black,0,2mqsQP9IIDbMIt6FGFkAEA
4666,Trashy Women,Confederate Railroad,0,7EeTwuxEO4JXNbQP7nhrDB
4667,Check Yes Or No,George Strait,0,6iy4PoAuZBMvtrlDX4VxC7
4668,"Honey, I'm Home",Shania Twain,0,39IoZIC8eEirT1v70rqSPq
4669,Nobody Wins,Radney Foster,0,2A9ERxDfT3sdShrDUtTnaS
4670,If I Didn't Have You,Randy Travis,0,52erNkfUKv34u02CjcHOPj
4671,In a Different Light,Doug Stone,0,5O0GOy0L0zfDTPv9eIApkg
4672,Just To See You Smile,Tim McGraw,0,2op0kDNARK2VHWHntEeH4g
4673,Little Bitty,Alan Jackson,0,2CBRlZtrYrhd8XXFFDSxAl
4674,Brand New Man,Brooks & Dunn,0,001UkMQHw4zXfFNdKpwXAF
4675,"Live, Laugh, Love",Clay Walker,0,3Th5HBAlRZF0oN31ubxHA9
4676,Busy Man,Billy Ray Cyrus,0,55bwRyNowFFB5Kp0Ojkvhx
4677,Should've Been A Cowboy,Toby Keith,0,18BajNiyvH6GpYshB0unrm
4678,No One Else On Earth,Wynonna,0,52PGtJuGEFNVOnRdLac1Av
4679,No Doubt About It,Neal McCoy,0,2iehL6Q3m5NUDanDT2IKwT
4680,Tequila Talkin',Lonestar,0,0iwHQiur8NmRvosDlBil2i
4681,Boot Scootin' Boogie,Brooks & Dunn,0,7Fq9RwQxSn3kW85PrDUf0M
4682,Hillbilly Shoes,Montgomery Gentry,0,0kJeo33oWW6Nx4tkUNPshJ
4683,Gone Country,Alan Jackson,0,1A0I5aiVZRwecRlbQcweBh
4684,I'm Gonna Be Somebody - Remastered,Travis Tritt,0,2Vgdge1IJBTdU3NItPa1dB
4685,Honky Tonk Attitude,Joe Diffie,0,61uA8ZPtKuVp61iuOnPTDr
4686,Bubba Shot The Jukebox,Mark Chesnutt,0,0PsBdKWnOQGMo9smobflvy
4687,You've Got to Stand for Something,Aaron Tippin,0,7s2NbKcFIJuEQumhvtHTAD
4688,How Long Gone,Brooks & Dunn,0,26uKnyjdjqlDFGwR4e7C8y
4689,I'm in a Hurry (And Don't Know Why),Alabama,0,29nNU80zu0vscbrvTi55mG
4690,Only Here For A Little While,Billy Dean,0,0PrZqDSdiTP8ZLBJHQB0zF
4691,Better Class Of Losers,Randy Travis,0,3EiXWMUIE0bNNo36suPrRQ
4692,Take It Easy - 2006 Remastered Version,Travis Tritt,0,0
4694,Carrying Your Love With Me,George Strait,0,7puxIVNdj5nsBJk43zM3bH
4695,Neon Moon,Brooks & Dunn,0,3EUl8M6SzxZl03NPkB8mUd
4696,Wild One,Faith Hill,0,0qrst0xZAZ0NtMtuUcEq0f
4697,Wide Open Spaces,Dixie Chicks,0,6cjwec9ii5uLK7CDfPBYt1
4698,She Don't Know She's Beautiful,Sammy Kershaw,0,2oyS4THTUzUxT2lnHGzzIr
4699,He Ain't Worth Missing,Toby Keith,0,7AkpRAflo044Ldy77aB3Qw
4700,Perfect Love - Single Version,Trisha Yearwood,0,1CR7LuwV3p3iilA7ZNMiFO
4701,"Love, Me",Collin Raye,0,5cCLKP66G2PJEorzYQVXHR
4702,The Keeper Of The Stars,Tracy Byrd,0,5WEK4szbQp9c7ZK6LkYd9k
4703,Shut Up and Kiss Me,Mary Chapin Carpenter,0,5eBbZPQgmEOrw8auY112lV
4704,Daddy's Money,Ricochet,0,7itHyuODr4R7Fdz454zn3F
4705,Who's Cheatin' Who,Alan Jackson,0,7b7ch5lDx13Jwm2623CxJS
4707,You Ain't Much Fun,Toby Keith,0,2XLDLXDfStaQTcnOhEQZrB
4708,No One Needs To Know,Shania Twain,0,4vbW5aT9UQGRqEScStQPPy
4709,It Ain't Nothin',Keith Whitley,0,3xVuSn2NnokJtXoff1RxHi
4710,What Mattered Most,Ty Herndon,0,09nWHcNuohUS7HMPdIDwrr
4711,Hard Workin' Man,Brooks & Dunn,0,51uGoXB3PbXLyeH0aPGo7H
4713,Life's A Dance,John Michael Montgomery,0,0NyMrtH8mUuvtJjEpESn7J
4714,You Were Mine,Dixie Chicks,0,2qdVHdkLxKntNjPh3Ssz7s
4715,Small Town Saturday Night,Hal Ketchum,0,7uLQTOxQ3nwwoHuxwt2AHJ
4716,A Little Less Talk And A Lot More Action,Toby Keith,0,7ojVoUWBAUP701iFpdKnFu
4717,Dust On The Bottle,David Lee Murphy,0,0Xg68XXMRWzKQvD5S6BFvI
4718,Livin' On Love,Alan Jackson,0,26iYJEimPCE0ozDlpj0UFN
4719,Brother Jukebox,Mark Chesnutt,0,4ZR9EUWiGkN22OqEhnYAgG
4720,One More Last Chance,Vince Gill,0,2h5a6t9JFasqH5WJFPbmGL
4721,John Deere Green,Joe Diffie,0,2ZXsvL9DO2MPv43Ay1IxgR
4722,I'm Alright,Jo Dee Messina,0,0MjT9xQqJrQlNrkWKZgFbQ
4723,Independence Day,Martina McBride,0,1nVoLxz8C0uGgMKfywy0vf
4724,"I Like It, I Love It",Tim McGraw,0,3IvcWWehbBcBR4YZxlGM9R
4725,Ready to Run,Dixie Chicks,0,7yNTZj1ugKCeRJdSP1meOk
4726,Watermelon Crawl,Tracy Byrd,0,3Q9t1A12iUemHTAWnH7PjD
4727,I Think About You,Collin Raye,0,5HnQOKyufF35sNeQAVRvVs
4728,Pickup Man,Joe Diffie,0,3dSUY34vmIYWJn0M6oZ3BD
4729,How Your Love Makes Me Feel,Diamond Rio,0,4LSolq1CjLOVnya9zb0pU1
4730,Dream Walkin',Toby Keith,0,6hDkCNq4s5ozvE86RqRIIz
4731,Down On The Farm,Tim McGraw,0,65N3RYCN1DgfY0Zcv5k9kr
4732,Two Sparrows In A Hurricane,Tanya Tucker,0,1G9gU04EmL6WSFoOopZPFu
4733,T-R-O-U-B-L-E - Remastered,Travis Tritt,0,2yB8Eo8f8OL7gYEBL8qT4G
4734,That's My Story,Collin Raye,0,2dKRyO4cUumqbIXxLkdkoq
4735,Ain't That Lonely Yet - Remastered,Dwight Yoakam,0,65oM1hR5Ctd6aQQ1eFoXpL
4736,Lesson In Leavin',Jo Dee Messina,0,2g0BAZVaLlK8GeTVzF6hQ6
4737,Any Man Of Mine,Shania Twain,0,0pdfN7nOHMYmKykzu1cyfm
4738,It's Strange (feat. K.Flay) - Candyland Remix,Louis The Child,0,0
4739,You & Me - Flume Remix,Disclosure,0,1snNAXmmPXCn0dkF9DaPWw
4740,Tell Me It's Ok,R3HAB,0,1Tbs2u4jU6gdVGRsk31dce
4741,Faded - ODESZA Remix,ZHU,0,74tsW4h0WDYRpfD19gc10W
4742,Thief,Ookay,0,5Ce9z7GqSknXccyppRxNLY
4743,The Unknown,BONNIE X CLYDE,0,3j5udcJCWrQK51O6wahLyf
4744,Superlove (feat. Oh Wonder),Whethan,0,0lchLc0vSyRRqKSPIkFtJI
4746,Reverie (Synchronice Remix) [feat. King Deco],Illenium,0,0
4747,Lost (feat. Chelsea Jade),Jai Wolf,0,50pEs4BEQlgoZo6rKHNtEA
4749,Innerbloom (What So Not Remix),RÜFÜS DU SOL,0,1UfggBHAXYshrotmRYYrWq
4750,Turning,obylx,0,2M9mA2W61EgopyK9RZxTv1
4751,Light - GoSlo Remix,San Holo,0,1SltT96uaxy887m1psaZZ0
4752,BAE,Mr. Popular,0,2Tmqs5ZDxzlzzkNEpMqw6Q
4753,You Were Right - Ki:Theory Remix,RÜFÜS DU SOL,0,2elus86dfiyJLOhwfND8pg
4754,Somebody - Fluencee Remix,The Chainsmokers,0,0LlleCJVkI3axaEZvksrXd
4755,Music To My Ears (feat. Tory Lanez) - Falcons Remix,Keys N Krates,0,01fT3MRxGRfv00HDbFArJc
4756,Lay Low (feat. David Benjamin),Conro,0,0
4757,Solo,Getter,0,4CGEkqMGNO4kK1LyZXOxvv
4758,Thirteen Years,Jeff Basta,0,79zjLYb5RcFTlVY4dRbzlX
4759,Rumors (With Sofia Carson),R3HAB,0,4ogFKRgF6CWAmMWcstMU08
4760,worthy,San Holo,0,6oT7PfYeL4GHWyss2zYRuw
4761,Notice Me,Mija,0,7lOu7GiVEdPaJoEXJopqHF
4762,Open,Rhye,0,3JsA2sWDNR9oQogGAzqqtH
4763,Tan Sólo Tú,Dulce Huai,0,20uqqARqF7QkzcC2rLzaET
4764,Reverse,CORSAK,0,0BVRfqRHpYnXnv9t5yp9ai
4765,crypto bitxh,phem,0,1KIWGI5TZWmB0K2pntZB4o
4767,Never Be Like You (feat. Kai),Flume,0,5WI2ltQIdwgzf1SNE76JyR
4768,Fuck It All Up (feat. JVZEL),DOLF,0,2WW3NbOI7aTPAEoOVFK06n
4769,Leave Me Now,Devault,0,5kMnvqShqC4CpCHbGKReId
4770,Many Words,DROELOE,0,5AbEYl6Ij4pyF6YGZ3wi38
4771,I Miss You (feat. Julia Michaels) - Branchez & Charlie Klarsfeld Remix,Clean Bandit,0,3zKHw6cGxDZsqUyiGPwFca
4772,Don't Let Me Down - Sabrina Claudio vs. Devault Remix,Sabrina Claudio vs.,0,37py6z4ullszVUW8hnofBQ
4773,u don’t like me when i’m high - Weirdos Remix,Emilia Ali,0,5sMMiMZVw5dUXPaXTQBcb6
4774,Broken Love (feat. Parson James),The Him,0,4CCLVW7kCXSA8nLbl1lYYs
4775,Read My Mind,Raphaella,0,41ef9X9Fz9huO7quOGovbH
4776,If You Wanna (feat. Ayelle),Alex Lustig,0,7bJ6aNxw4VjGkd6MwDqnD0
4777,Keep on Breathing (feat. Tula),The Glitch Mob,0,2jHDDDH4lJHuwjCC8BPZyD
4778,Keep Her Close,ODESZA,0,0XhFy7NAFb8b1grm26Xwh2
4779,Say It - SG Lewis Remix,Flume,0,56JjEEZW4VjepSuLOP3F4S
4780,Focus - Netsky Remix,Elias,0,2kprv2IQAoKez9rqHRo7gq
4781,Trust My Lonely,Alessia Cara,0,7eXT7U3FKrOM88xr1DsNwc
4782,No One Compares To You,Jack & Jack,0,4cZ3UsiKd1kUQIaq4BFIj2
4783,Jackie Chan,Tiësto,0,4kWO6O1BUXcZmaxitpVUwp
4784,LOSE IT (feat. Lil Baby),Quavo,0,69PkhA9q3xCWU2CzoZnLAu
4785,Miracle,CHVRCHES,0,2tBepKim58vAVEKlQhLJNP
4786,Blow That Smoke,Major Lazer,0,3WYAeLh2FXjb0d7OhMxIu1
4787,Born To Be Yours,Kygo,0,0WVAQaxrT0wsGEG4BCVSn2
4788,Back Together,Loote,0,3VKDOXkmTHt4Xa78U4dbDp
4789,Thick And Thin,LANY,0,3D110t9ctcoOoylXsc3iR8
4790,Been There Done That (feat. Tove Styrke),NOTD,0,0m0hFyrAqGKaVJ7D24Jozg
4791,Cómo Te Voy A Olvidar,Los Angeles Azules,0,51dNexiESqcJLsGLrmg1Nv
4792,Mil Horas,La Sonora Dinamita,0,13xVmEV4G5jh8zDIFTZeIy
4793,Oye Mujer,Raymix,0,37kCg5izHEMZ66xGdMVG5L
4794,Todo Me Gusta De Ti,Aaron Y Su Grupo Ilusion,0,5gUoppDphfYsIiguGr5drh
4795,Baila Esta Cumbia,Selena,0,3lFGBrRWUxpTfhhq6lGBRw
4796,Juana La Cubana,Fito Olivares,0,1cdpDAE7LHSHviJ73SGuGS
4797,Mayores - Urban Tropical,Becky G,0,4MtnnyXkgtagfUcUT663QT
4798,Tiene Espinas El Rosal,Grupo Cañaveral De Humberto Pabón,0,1PZ3QsCFec05Ls3PwOqKXZ
4799,Que Bello,Sonora Tropicana,0,7JmgTYxc6hiPSuojMscUvt
4800,Cumbia Pa' Gozar,Los Angeles Azules,0,34KCj9Hh9W4RoDu9KJZghy
4801,La Chica Que Soñé,Tropical Panamá,0,16NRutjxxtfqIDvlwLFw1A
4802,Sin Pijama - Kumbia Remix,Becky G,0,6eUkC9LXvTpmQMfhyJpoNu
4803,La Negra Catalina,Fito Olivares,0,4O62k6h5wut9UzgntgATwR
4804,Rumba Frenesi,Grupo Kual?,0,0LaFg7YyQMaHkWyj497YLI
4805,Nunca Es Suficiente,Los Angeles Azules,0,63USmok1OioBzKuWGW9wAg
4806,Muchachita Consentida,Rayito Colombiano,0,1zVDbrBG7zCd6AXGLmbGj4
4807,Cumbia Caliente,Fito Olivares,0,2Dbv2lSM4IOvvGaf34fzph
4808,Mi Niña Mujer,Los Angeles Azules,0,2WPxFf05MYsEHQCxonA1vS
4809,El Pipiripau,Los Plebeyos,0,6bBdgv3nOKHmG1ue8IcujY
4810,Se Me Perdio La Cadenita,La Sonora Dinamita,0,5VUR4MhJWAbp2ZHtSDvwJ7
4811,Techno Cumbia,Selena,0,2ZQB09LvHaOuMJBgCfOKHp
4812,Amor de Mis Amores,La Sonora Dinamita,0,3gR5KQnC8FYLoPG2LEfbGP
4813,Más Que Tu Amigo,Marco Antonio Solís,0,1Vy7WUJubV9JEoebuJ9dfe
4814,La Gallina,Fito Olivares,0,2bTrWOAhZ004gDmt5Gtv82
4815,Mis Sentimientos,Los Angeles Azules,0,2LyHAsMcpW0Dm17rWYa79p
4816,Pégale Papá,Los Plebeyos,0,5PpVCGkTm9C6vFKPp7kUol
4817,Mi Cucu,La Sonora Dinamita,0,2cUKBUN66IsL9lc8PdISQY
4818,El Pescador de Barú,Los Warahuaco,0,7pjSbRfTwv6sk8lHCWquZI
4819,La Pollera Amarilla,"Gladys ""La bomba tucumana""",0,22oTBOiYosJ927JI531rKP
4820,La Danza de los Mirlos,Afrosound,0,0nFBi3vlik32hCfgky33OF
4821,La Negra Caderona,Aniceto Molina,0,0REGjs3It72visxjrvspjz
4822,Azúcar,A.B. Quintanilla III Y Los Kumbia Kings,0,0
4823,Maruja,Sonora Dinamica De Colombia,0,2UCAXgJCzJQ4WX4tfJTjQf
4824,Amor (Ft. Mon Laferte) - Mtv Unplugged,Los Auténticos Decadentes,0,2fscHtYDKLd7xYRCTe3prP
4825,Los Sabanales,Los Corraleros De Majagual,0,1CkC4DWgPvj4eEMgxcs0me
4826,Oye,La Sonora Dinamita,0,04JEvxmdGP93VzXekCxoJZ
4827,La Negra Tomasa - Bilongo - Versión Tropical,Caifanes,0,6cVHu0HmKo4oEOSOqooTa3
4828,Encadenada A Mi - Cumbia,Los Bukis,0,72dq7syxHMZF44QX3r1yXH
4829,Cumbia poder,Celso Piña y su Ronda Bogotá,0,43067bbX2FhYHpfAntTIYB
4830,Ginza - Cumbia Remix,J Balvin,0,5vUOGMgIiQDcaaVBsgpwGM
4831,Noche de Entierro - Cumbia Remix,Daddy Yankee,0,6dBbQa86YfBf8Z0u3MWgqD
4832,Tu Y Yo - Cumbia Remix,Thalía,0,5ZYR17P7sT73hcIMn9tmZ8
4833,Cumbia Anthem,El Dusty,0,19VJDl5nWmbopECF0V3YHu
4834,Los Invisibles - El Hijo de la Cumbia Remix,Ismael Serrano,0,4UvSc9CBWXXmumg2RsL5BA
4835,Para Bailar - Alika Y Nueva Alianza Remix,El Hijo De La Cumbia,0,6j35G4WM4iU9yeJaKlL9C2
4836,Sergio el Bailador,Bronco,0,3M7WBL64QOmuPiPjhySCJW
4837,Tu Traición,Grupo Bryndis,0,2ObbqCZZgwK8VowFYf0RPh
4838,Mi Matamoros Querido,Rigo Tovar,0,6e5rEbGGlrkMlIK1lHYRO7
4839,Echarme Al Olvido,Grupo Cañaveral De Humberto Pabón,0,52Uy47FjbqbAh3WXejw7gU
4840,El Paso Del Gigante,Grupo Sonador,0,5SW0bSJXKMukbh8FCcplA6
4841,Suavecito Suavecito,Laura Leon,0,6Ysnd9T4uIhQesbWK672GF
4842,El Piropo,Pepe Gomez Jr. y su Grupo Union 82,0,1rjRdZ3OptBUnvL0ImiltE
4843,Las Mujeres No Se Acaban,Grupo Kual?,0,0NLSsL8sIElmNuTySSb3s6
4844,La Pollera Colora,La Tropa Vallenata,0,1jOdq7KjgMjSyV64ZvTuzU
4845,Cumbia sobre el río / Interludio,Celso Piña y su Ronda Bogotá,0,77wwKKYeNZnXZ8xChSiSxN
4846,Me Volví A Acordar De Ti,Los Angeles De Charly,0,7256yGEwDkqs39TKHTeXik
4847,Guaracha Sabrosona,Alberto Pedraza,0,1NF3HErcMkLOcyG5K1fGLL
4848,Yo Soy Tu Maestro,Los Telez,0,760Gu5DFBFjADZq5HvCHrR
4849,El Embrujo,Aaron Y Su Grupo Ilusion,0,4LrHMXsXJf2zx1CTYsnOoF
4850,De quen chon,Chico Che,0,65zdTPcK0TnGzg6T5Hd3AO
4851,El Gigante De Hierro,Grupo Sonador,0,4HswuCNDyzUiRFfb8DH5Ub
4852,Pedacito De Mi Vida ( Quimika),Cumbias Clasicas,0,34K4Ivo1zrR6j2k2gUZv8H
4853,Los Caminos De La Vida,La Tropa Vallenata,0,1layZXCAmJ84fi21OmnTt5
4854,El Gigante de Hierro,Grupo Sonador,0,4HswuCNDyzUiRFfb8DH5Ub
4855,Escandalo,Margarita la diosa de la cumbia,0,0t4ycCJTMsn3Mf2V4iJB1v
4856,Estupido (feat. Janeth Guadalupe),Los Papis RA7,0,7jkSmurPDivppMGamGnmdN
4857,¿Dónde Estarás?,Raymix,0,55fNwvY5YPrQgndjwBywM8
4859,Satisfaction,Benny Benassi,0,5JZnjM9ijpit0d5zjT8MM7
4860,Show Me Love - Radio Edit,Steve Angello,0,5Nzph7bpgv2GNh2DcVX29T
4861,Take Me Away - Vocal Radio Mix,4 Strings,0,2DBZoeYzOGURGY3nj8XpC7
4862,The World Is Mine,Joachim Garraud,0,0TBaFEx7WENZgqLXWErD0b
4863,Pjanoo - Radio Edit,Eric Prydz,0,0F2BxpbxH8Yc3pLub48hrb
4864,"World, Hold On - Radio Edit",Bob Sinclar,0,0VdwHBLCTSdrTJFIjWOsEC
4866,Put `em Up,Edun,0,0XJ2Ng4XAxKjzpst5drVdm
4867,Step One Two,Kaskade,0,2b81QjZVYfa75vC5niRDac
4868,Lola's Theme,The Shapeshifters,0,0J6lDdvg2ynXCmSH63jpsS
4869,Infinity 2008 - Klaas Vocal Edit,Guru Josh Project,0,3aQz0z86zrKjd1mcZlonxE
4870,Rapture - Avicii New Generation Radio Edit,Nadia Ali,0,5Sr4SdwPmLhDuKMs8QviLe
4871,Dance4Life (feat. Maxi Jazz) - Radio Edit,Tiësto,0,1uVeunZcBInXIQOwFWxSKL
4872,Behind - ATB vs Callea Re-Edit,ATB,0,1P98NyZKL8gXkbcAp97zRQ
4873,I Remember (Strobelight Edit),deadmau5,0,2OZrV4yyOZNuEFx22VVfFm
4874,Put Your Hands Up for Detroit - MC Mario Edit,Fedde Le Grand,0,3KrwkQhiQc5ppjEXv1nDRZ
4875,Deep Inside,Hardrive,0,22eUyC9vOG2aoP5yHX8VxV
4876,You're Not Alone - Vocal Radio Edit,UNA,0,6k8cUsxbFMNoArTr2M0hEA
4877,Another Place - Radio Edit,Mischa Daniels,0,1PJaIi4b7JV4QhBy6Obqoy
4878,Destination Calabria - Radio Edit,Alex Gaudino,0,5TmFTHZp7HjBXjjsFvCY6h
4879,Heartbroken - Edit,T2,0,5Yaw45Q7W0irDbTVN5LOVs
4880,Insomnia - Radio Edit,Faithless,0,7gWc0QEt2hoIkMv3XxPY1T
4881,Summerfish - Scandall Sunset On Ibiza Instrumental,Леонид Руденко,0,0
4882,Go (Radio Edit),Moby,0,6m97Mu089F0rYcvggzwS2W
